,DateTime,Tmax(C),Tmin(C),RHmean(%),Rain(mm),Usage(kWh)
939,2018-05-07 03:00:00,18.6,17.1,0.5,0.0,0.08
940,2018-05-07 04:00:00,17.1,16.6,0.54,0.0,0.4
941,2018-05-07 05:00:00,16.6,14.7,0.63,0.0,0.05
942,2018-05-07 06:00:00,14.7,14.2,0.68,0.0,0.09
943,2018-05-07 07:00:00,14.3,14.1,0.7,0.0,0.45999999999999996
944,2018-05-07 08:00:00,14.2,13.8,0.73,0.0,0.06
945,2018-05-07 09:00:00,14.2,13.7,0.76,0.0,2.19
946,2018-05-07 10:00:00,14.4,14.1,0.76,0.0,3.0999999999999996
947,2018-05-07 11:00:00,14.6,14.2,0.76,0.0,2.69
948,2018-05-07 12:00:00,14.7,14.4,0.75,0.0,0.82
949,2018-05-07 13:00:00,14.5,14.4,0.78,0.0,0.24
950,2018-05-07 14:00:00,14.5,14.3,0.77,0.0,0.32999999999999996
951,2018-05-07 15:00:00,14.5,14.4,0.77,0.0,0.22
952,2018-05-07 16:00:00,14.5,14.2,0.77,0.0,0.6900000000000001
953,2018-05-07 17:00:00,14.7,14.3,0.77,0.0,2.7
954,2018-05-07 18:00:00,14.5,14.2,0.79,0.0,4.12
955,2018-05-07 19:00:00,14.9,14.5,0.74,0.0,2.6500000000000004
956,2018-05-07 20:00:00,14.9,14.4,0.74,0.0,2.89
957,2018-05-07 21:00:00,15.3,14.7,0.78,0.0,1.95
958,2018-05-07 22:00:00,17.1,15.3,0.69,0.0,0.15
959,2018-05-07 23:00:00,18.3,17.1,0.65,0.0,0.51
960,2018-05-08 00:00:00,18.7,18.2,0.62,0.0,0.06
961,2018-05-08 01:00:00,19.4,18.3,0.59,0.0,0.06
962,2018-05-08 02:00:00,19.7,19.1,0.52,0.0,0.42000000000000004
963,2018-05-08 03:00:00,19.1,17.9,0.62,0.0,0.03
964,2018-05-08 04:00:00,18.0,16.8,0.69,0.0,0.09
965,2018-05-08 05:00:00,16.9,15.8,0.75,0.0,0.04
966,2018-05-08 06:00:00,16.0,15.7,0.75,0.0,0.43
967,2018-05-08 07:00:00,16.0,15.8,0.74,0.0,0.66
968,2018-05-08 08:00:00,15.9,15.7,0.73,0.0,1.1300000000000001
969,2018-05-08 09:00:00,16.0,15.7,0.68,0.0,0.46
970,2018-05-08 10:00:00,16.2,15.8,0.65,0.0,0.13
971,2018-05-08 11:00:00,16.4,16.1,0.63,0.0,2.2
972,2018-05-08 12:00:00,16.4,16.0,0.68,0.0,2.07
973,2018-05-08 13:00:00,16.2,15.4,0.72,0.0,0.060000000000000005
974,2018-05-08 14:00:00,15.6,15.3,0.77,0.0,0.5700000000000001
975,2018-05-08 15:00:00,15.5,15.2,0.79,0.0,0.47000000000000003
976,2018-05-08 16:00:00,15.6,15.2,0.82,0.0,0.04
977,2018-05-08 17:00:00,15.8,15.5,0.85,0.0,1.44
978,2018-05-08 18:00:00,16.0,15.5,0.84,0.0,1.52
979,2018-05-08 19:00:00,16.0,15.0,0.86,0.0,3.25
980,2018-05-08 20:00:00,15.1,14.9,0.89,0.0,3.18
981,2018-05-08 21:00:00,16.1,15.0,0.84,0.0,3.08
982,2018-05-08 22:00:00,18.3,16.1,0.74,0.0,0.14
983,2018-05-08 23:00:00,18.8,18.3,0.68,0.0,0.51
984,2018-05-09 00:00:00,18.9,18.0,0.66,0.0,0.06
985,2018-05-09 01:00:00,18.8,18.4,0.65,0.0,0.42000000000000004
986,2018-05-09 02:00:00,19.2,18.3,0.64,0.0,0.06
987,2018-05-09 03:00:00,19.0,18.5,0.64,0.0,0.05
988,2018-05-09 04:00:00,18.8,17.4,0.66,0.0,0.42
989,2018-05-09 05:00:00,17.4,16.4,0.75,0.0,0.05
990,2018-05-09 06:00:00,16.5,15.5,0.82,0.0,0.08
991,2018-05-09 07:00:00,15.6,15.2,0.84,0.0,0.07
992,2018-05-09 08:00:00,15.2,15.0,0.84,0.0,0.04
993,2018-05-09 09:00:00,15.1,14.7,0.84,0.0,1.6099999999999999
994,2018-05-09 10:00:00,14.9,14.7,0.83,0.0,2.2699999999999996
995,2018-05-09 11:00:00,15.0,14.7,0.84,0.0,2.61
996,2018-05-09 12:00:00,15.0,14.7,0.85,0.0,2.49
997,2018-05-09 13:00:00,14.9,14.4,0.85,0.0,0.03
998,2018-05-09 14:00:00,14.7,14.4,0.85,0.0,0.48
999,2018-05-09 15:00:00,14.9,14.6,0.83,0.0,0.16
1000,2018-05-09 16:00:00,15.0,14.5,0.83,0.0,0.44
1001,2018-05-09 17:00:00,14.6,14.4,0.84,0.0,0.1
1002,2018-05-09 18:00:00,14.6,14.3,0.85,0.0,2.96
1003,2018-05-09 19:00:00,14.8,14.4,0.84,0.0,0.9099999999999999
1004,2018-05-09 20:00:00,15.1,14.7,0.83,0.0,0.5
1005,2018-05-09 21:00:00,15.3,14.9,0.82,0.0,0.9299999999999999
1006,2018-05-09 22:00:00,15.8,15.2,0.77,0.0,0.14
1007,2018-05-09 23:00:00,16.6,15.8,0.76,0.0,0.08
1008,2018-05-10 00:00:00,16.9,16.5,0.75,0.0,0.36000000000000004
1009,2018-05-10 01:00:00,16.6,16.2,0.78,0.0,0.08
1010,2018-05-10 02:00:00,16.7,15.8,0.81,0.0,0.05
1011,2018-05-10 03:00:00,16.9,16.6,0.78,0.0,0.36000000000000004
1012,2018-05-10 04:00:00,16.7,16.4,0.78,0.0,0.07
1013,2018-05-10 05:00:00,16.5,16.1,0.82,0.0,0.03
1014,2018-05-10 06:00:00,16.1,15.6,0.83,0.0,0.08
1015,2018-05-10 07:00:00,15.8,15.6,0.84,0.0,0.04
1016,2018-05-10 08:00:00,15.9,15.6,0.84,0.0,0.47
1017,2018-05-10 09:00:00,16.0,15.8,0.83,0.0,0.05
1018,2018-05-10 10:00:00,16.0,15.8,0.82,0.0,1.49
1019,2018-05-10 11:00:00,16.0,15.8,0.82,0.0,2.9000000000000004
1020,2018-05-10 12:00:00,16.1,15.7,0.81,0.0,3.16
1021,2018-05-10 13:00:00,15.8,15.2,0.84,0.0,1.4900000000000002
1022,2018-05-10 14:00:00,15.3,15.2,0.84,0.0,0.06
1023,2018-05-10 15:00:00,15.3,15.1,0.84,0.0,1.21
1024,2018-05-10 16:00:00,15.2,15.0,0.84,0.0,1.3
1025,2018-05-10 17:00:00,15.1,14.9,0.82,0.0,0.78
1026,2018-05-10 18:00:00,15.2,14.9,0.81,0.0,2.39
1027,2018-05-10 19:00:00,15.2,14.8,0.81,0.0,3.17
1028,2018-05-10 20:00:00,14.9,14.7,0.81,0.0,1.11
1029,2018-05-10 21:00:00,15.2,14.7,0.77,0.0,1.21
1030,2018-05-10 22:00:00,15.0,14.3,0.83,0.2,0.6900000000000001
1031,2018-05-10 23:00:00,15.3,14.4,0.86,0.2,0.43
1032,2018-05-11 00:00:00,15.3,14.5,0.86,0.0,0.07
1033,2018-05-11 01:00:00,14.6,14.4,0.88,0.2,0.05
1034,2018-05-11 02:00:00,15.3,14.5,0.89,0.0,0.09
1035,2018-05-11 03:00:00,16.1,15.2,0.87,0.0,0.36000000000000004
1036,2018-05-11 04:00:00,16.3,15.6,0.86,0.0,0.08
1037,2018-05-11 05:00:00,15.7,15.5,0.89,0.2,0.06
1038,2018-05-11 06:00:00,16.4,15.6,0.92,0.2,0.07
1039,2018-05-11 07:00:00,17.2,16.3,0.92,0.0,0.19
1040,2018-05-11 08:00:00,17.4,17.1,0.86,0.0,0.32
1041,2018-05-11 09:00:00,17.4,17.1,0.84,0.0,0.03
1042,2018-05-11 10:00:00,17.2,16.8,0.86,0.0,0.07
1043,2018-05-11 11:00:00,16.9,16.8,0.85,0.0,2.2199999999999998
1044,2018-05-11 12:00:00,17.2,16.9,0.82,0.0,2.3099999999999996
1045,2018-05-11 13:00:00,17.2,16.7,0.84,0.0,3.29
1046,2018-05-11 14:00:00,17.1,16.8,0.82,0.0,2.87
1047,2018-05-11 15:00:00,17.0,16.6,0.84,0.0,1.99
1048,2018-05-11 16:00:00,16.9,16.5,0.83,0.0,1.94
1049,2018-05-11 17:00:00,16.9,16.6,0.83,0.0,2.63
1050,2018-05-11 18:00:00,16.6,16.2,0.85,0.0,2.57
1051,2018-05-11 19:00:00,16.3,15.2,0.85,0.0,0.83
1052,2018-05-11 20:00:00,15.2,14.2,0.83,0.0,0.6599999999999999
1053,2018-05-11 21:00:00,14.3,14.1,0.79,0.0,0.17
1054,2018-05-11 22:00:00,14.2,14.1,0.79,0.0,0.44999999999999996
1055,2018-05-11 23:00:00,14.3,14.1,0.79,0.0,0.06
1056,2018-05-12 00:00:00,14.2,13.9,0.8,0.0,0.37
1057,2018-05-12 01:00:00,14.5,13.9,0.78,0.0,0.06
1058,2018-05-12 02:00:00,14.2,13.8,0.76,0.0,0.21000000000000002
1059,2018-05-12 03:00:00,13.9,13.3,0.76,0.0,0.22999999999999998
1060,2018-05-12 04:00:00,13.4,12.7,0.74,0.0,0.03
1061,2018-05-12 05:00:00,12.8,12.2,0.73,0.0,0.08
1062,2018-05-12 06:00:00,12.3,12.2,0.69,0.0,0.34
1063,2018-05-12 07:00:00,12.3,12.1,0.67,0.0,0.08
1064,2018-05-12 08:00:00,12.2,11.9,0.65,0.0,0.53
1065,2018-05-12 09:00:00,11.9,11.4,0.66,0.0,0.44
1066,2018-05-12 10:00:00,11.7,11.4,0.65,0.0,2.12
1067,2018-05-12 11:00:00,11.7,11.4,0.64,0.0,1.38
1068,2018-05-12 12:00:00,11.9,11.5,0.64,0.0,1.1
1069,2018-05-12 13:00:00,12.0,11.7,0.66,0.0,0.42000000000000004
1070,2018-05-12 14:00:00,11.9,11.6,0.67,0.0,0.12
1071,2018-05-12 15:00:00,11.9,11.5,0.65,0.0,0.37
1072,2018-05-12 16:00:00,12.5,11.1,0.67,0.0,0.14
1073,2018-05-12 17:00:00,12.6,11.7,0.71,0.6,2.26
1074,2018-05-12 18:00:00,11.7,10.7,0.82,2.8,3.2199999999999998
1075,2018-05-12 19:00:00,10.7,10.3,0.9,3.4,1.1300000000000001
1076,2018-05-12 20:00:00,10.4,10.2,0.92,2.8,1.72
1077,2018-05-12 21:00:00,10.9,10.2,0.94,4.8,2.3099999999999996
1078,2018-05-12 22:00:00,11.9,10.7,0.95,1.4,1.46
1079,2018-05-12 23:00:00,12.6,11.8,0.94,0.0,1.0499999999999998
1080,2018-05-13 00:00:00,12.8,12.5,0.93,0.0,1.04
1081,2018-05-13 01:00:00,12.9,12.6,0.93,0.0,1.54
1082,2018-05-13 02:00:00,13.4,12.8,0.93,0.0,2.66
1083,2018-05-13 03:00:00,13.6,12.5,0.93,0.2,0.6799999999999999
1084,2018-05-13 04:00:00,12.6,12.2,0.93,0.0,1.1800000000000002
1085,2018-05-13 05:00:00,12.3,12.1,0.94,0.2,0.62
1086,2018-05-13 06:00:00,12.2,12.1,0.94,0.2,1.21
1087,2018-05-13 07:00:00,12.3,12.1,0.94,0.2,0.77
1088,2018-05-13 08:00:00,12.4,12.0,0.94,0.4,1.06
1089,2018-05-13 09:00:00,12.7,12.3,0.95,0.6,1.25
1090,2018-05-13 10:00:00,12.5,12.3,0.95,0.2,2.6500000000000004
1091,2018-05-13 11:00:00,12.6,12.3,0.94,0.0,3.63
1092,2018-05-13 12:00:00,12.8,12.5,0.92,0.0,3.63
1093,2018-05-13 13:00:00,12.9,12.5,0.91,0.0,1.8900000000000001
1094,2018-05-13 14:00:00,12.5,12.0,0.92,0.2,0.51
1095,2018-05-13 15:00:00,12.2,12.0,0.94,0.0,0.13
1096,2018-05-13 16:00:00,12.5,12.2,0.92,0.2,0.7200000000000001
1097,2018-05-13 17:00:00,12.9,12.4,0.9,0.0,1.06
1098,2018-05-13 18:00:00,12.9,12.5,0.91,0.0,2.4299999999999997
1099,2018-05-13 19:00:00,12.8,12.5,0.91,0.0,1.9300000000000002
1100,2018-05-13 20:00:00,12.8,12.5,0.91,0.0,2.39
1101,2018-05-13 21:00:00,12.6,12.3,0.93,0.0,3.01
1102,2018-05-13 22:00:00,12.5,12.3,0.94,0.2,0.8200000000000001
1103,2018-05-13 23:00:00,12.7,12.4,0.92,0.0,0.07
1104,2018-05-14 00:00:00,12.7,12.5,0.92,0.0,0.39999999999999997
1105,2018-05-14 01:00:00,12.8,12.3,0.9,0.0,0.05
1106,2018-05-14 02:00:00,12.6,12.0,0.91,0.4,0.38
1107,2018-05-14 03:00:00,12.3,12.0,0.93,0.2,0.06
1108,2018-05-14 04:00:00,12.2,12.0,0.93,0.4,0.07
1109,2018-05-14 05:00:00,12.2,11.9,0.95,0.6,0.35
1110,2018-05-14 06:00:00,12.4,11.9,0.95,0.4,0.08
1111,2018-05-14 07:00:00,12.8,12.3,0.96,0.6,1.46
1112,2018-05-14 08:00:00,12.7,12.5,0.96,0.4,0.62
1113,2018-05-14 09:00:00,12.6,12.5,0.96,0.0,0.5
1114,2018-05-14 10:00:00,13.0,12.6,0.96,0.0,0.53
1115,2018-05-14 11:00:00,13.1,12.8,0.96,0.0,0.25
1116,2018-05-14 12:00:00,13.1,12.5,0.96,0.0,0.21000000000000002
1117,2018-05-14 13:00:00,12.8,12.3,0.96,0.0,0.12
1118,2018-05-14 14:00:00,12.3,12.0,0.96,0.0,0.43000000000000005
1119,2018-05-14 15:00:00,12.5,12.0,0.97,0.0,1.3900000000000001
1120,2018-05-14 16:00:00,12.6,12.4,0.97,0.0,1.54
1121,2018-05-14 17:00:00,12.6,12.3,0.97,0.0,1.5899999999999999
1122,2018-05-14 18:00:00,12.6,12.4,0.97,0.0,1.54
1123,2018-05-14 19:00:00,12.6,12.4,0.97,0.4,3.3499999999999996
1124,2018-05-14 20:00:00,12.6,12.5,0.97,0.0,3.17
1125,2018-05-14 21:00:00,13.1,12.5,0.97,0.0,1.3900000000000001
1126,2018-05-14 22:00:00,13.6,13.0,0.97,0.0,1.94
1127,2018-05-14 23:00:00,13.7,13.3,0.96,0.2,0.42000000000000004
1128,2018-05-15 00:00:00,13.9,13.5,0.96,0.2,0.08
1129,2018-05-15 01:00:00,15.3,13.7,0.95,0.0,0.37
1130,2018-05-15 02:00:00,14.7,14.2,0.94,0.2,0.07
1131,2018-05-15 03:00:00,15.1,14.5,0.93,0.2,0.35000000000000003
1132,2018-05-15 04:00:00,14.9,14.4,0.93,0.0,0.08
1133,2018-05-15 05:00:00,14.4,13.3,0.93,0.0,0.08
1134,2018-05-15 06:00:00,13.4,12.8,0.94,0.0,0.06
1135,2018-05-15 07:00:00,13.3,13.1,0.95,0.0,0.39999999999999997
1136,2018-05-15 08:00:00,13.9,13.1,0.96,0.0,0.42000000000000004
1137,2018-05-15 09:00:00,14.1,13.8,0.95,0.0,0.65
1138,2018-05-15 10:00:00,14.1,13.7,0.95,0.0,0.38
1139,2018-05-15 11:00:00,14.4,14.1,0.95,0.0,0.07
1140,2018-05-15 12:00:00,15.0,14.4,0.94,0.0,0.34
1141,2018-05-15 13:00:00,15.8,14.9,0.9,0.0,0.06
1142,2018-05-15 14:00:00,16.0,15.3,0.87,0.2,0.59
1143,2018-05-15 15:00:00,15.4,14.7,0.91,1.0,1.2
1144,2018-05-15 16:00:00,15.0,14.7,0.93,0.0,1.67
1145,2018-05-15 17:00:00,15.1,14.9,0.94,1.0,1.31
1146,2018-05-15 18:00:00,15.0,14.7,0.94,0.2,1.43
1147,2018-05-15 19:00:00,15.0,14.9,0.94,1.4,0.94
1148,2018-05-15 20:00:00,15.3,14.9,0.93,0.2,2.48
1149,2018-05-15 21:00:00,15.6,15.0,0.92,2.6,3.2
1150,2018-05-15 22:00:00,16.7,15.1,0.91,0.6,1.47
1151,2018-05-15 23:00:00,16.7,16.0,0.89,0.4,0.8400000000000001
1152,2018-05-16 00:00:00,18.0,16.5,0.83,0.0,0.33
1153,2018-05-16 01:00:00,18.0,17.1,0.78,0.0,0.2
1154,2018-05-16 02:00:00,17.2,15.8,0.88,4.6,0.07
1155,2018-05-16 03:00:00,15.9,15.0,0.92,1.0,0.41000000000000003
1156,2018-05-16 04:00:00,15.2,14.9,0.92,0.4,0.05
1157,2018-05-16 05:00:00,15.3,14.8,0.87,0.0,0.06
1158,2018-05-16 06:00:00,15.4,11.8,0.86,2.2,0.07
1159,2018-05-16 07:00:00,12.1,11.8,0.91,0.2,1.1400000000000001
1160,2018-05-16 08:00:00,12.0,11.3,0.92,0.0,0.24000000000000002
1161,2018-05-16 09:00:00,12.0,11.5,0.94,0.0,1.87
1162,2018-05-16 10:00:00,12.0,11.4,0.94,0.0,1.8900000000000001
1163,2018-05-16 11:00:00,11.9,10.9,0.94,0.0,3.23
1164,2018-05-16 12:00:00,11.4,10.7,0.94,0.0,3.4000000000000004
1165,2018-05-16 13:00:00,11.4,11.1,0.94,0.0,2.89
1166,2018-05-16 14:00:00,11.5,10.6,0.95,0.0,1.33
1167,2018-05-16 15:00:00,11.1,10.3,0.95,0.0,2.83
1168,2018-05-16 16:00:00,10.3,10.0,0.87,0.0,1.3900000000000001
1169,2018-05-16 17:00:00,11.4,10.1,0.84,0.0,1.37
1170,2018-05-16 18:00:00,11.3,10.5,0.86,0.6,2.78
1171,2018-05-16 19:00:00,10.7,10.4,0.86,0.0,3.31
1172,2018-05-16 20:00:00,11.1,10.7,0.83,0.0,2.67
1173,2018-05-16 21:00:00,11.1,10.5,0.8,0.4,0.8200000000000001
1174,2018-05-16 22:00:00,11.2,10.3,0.83,1.2,0.85
1175,2018-05-16 23:00:00,13.5,11.0,0.71,0.0,0.08
1177,2018-05-17 01:00:00,18.3,15.9,0.57,0.0,0.06
1178,2018-05-17 02:00:00,18.0,11.6,0.6,0.0,0.07
1179,2018-05-17 03:00:00,13.7,11.0,0.6,0.0,0.22
1180,2018-05-17 04:00:00,13.7,12.7,0.58,0.0,0.19999999999999998
1181,2018-05-17 05:00:00,12.7,11.9,0.58,0.0,0.06
1182,2018-05-17 06:00:00,11.9,11.1,0.6,0.0,0.05
1183,2018-05-17 07:00:00,11.3,10.6,0.62,0.0,0.35
1184,2018-05-17 08:00:00,10.6,9.8,0.66,0.0,0.16999999999999998
1185,2018-05-17 09:00:00,9.8,9.0,0.71,0.0,0.41000000000000003
1186,2018-05-17 10:00:00,10.0,8.9,0.74,0.0,1.17
1187,2018-05-17 11:00:00,10.7,10.0,0.75,0.0,3.83
1188,2018-05-17 12:00:00,11.3,10.6,0.72,0.0,3.7
1189,2018-05-17 13:00:00,12.5,10.8,0.72,0.0,3.51
1190,2018-05-17 14:00:00,12.9,12.4,0.68,0.0,4.01
1191,2018-05-17 15:00:00,13.0,12.7,0.71,0.0,1.26
1192,2018-05-17 16:00:00,13.1,12.8,0.71,0.0,0.43
1193,2018-05-17 17:00:00,13.4,12.9,0.77,0.0,1.6800000000000002
1194,2018-05-17 18:00:00,13.8,13.4,0.73,0.0,3.3600000000000003
1195,2018-05-17 19:00:00,14.0,13.7,0.7,0.0,3.15
1196,2018-05-17 20:00:00,14.0,13.5,0.7,0.0,1.81
1197,2018-05-17 21:00:00,14.3,13.5,0.65,0.0,0.55
1198,2018-05-17 22:00:00,14.1,13.9,0.71,0.0,0.12000000000000001
1199,2018-05-17 23:00:00,14.0,13.8,0.73,0.0,0.39
1200,2018-05-18 00:00:00,14.2,13.8,0.76,0.0,0.08
1201,2018-05-18 01:00:00,14.7,14.1,0.74,0.0,0.36
1202,2018-05-18 02:00:00,15.1,14.6,0.71,0.0,0.07
1203,2018-05-18 03:00:00,15.4,15.0,0.68,0.0,0.07
1204,2018-05-18 04:00:00,16.3,15.2,0.67,0.0,0.36000000000000004
1205,2018-05-18 05:00:00,15.3,14.8,0.72,0.0,0.05
1206,2018-05-18 06:00:00,14.9,14.6,0.72,0.0,0.06
1207,2018-05-18 07:00:00,14.8,14.6,0.71,0.0,0.06
1208,2018-05-18 08:00:00,14.8,14.6,0.71,0.0,0.38
1209,2018-05-18 09:00:00,14.8,14.6,0.7,0.0,0.08
1210,2018-05-18 10:00:00,14.7,14.4,0.72,0.0,0.04
1211,2018-05-18 11:00:00,14.5,14.1,0.75,0.0,2.4
1212,2018-05-18 12:00:00,14.6,14.1,0.74,0.0,2.36
1213,2018-05-18 13:00:00,14.8,14.5,0.74,0.0,2.28
1214,2018-05-18 14:00:00,14.8,14.3,0.74,0.0,3.52
1215,2018-05-18 15:00:00,14.8,14.2,0.76,0.0,0.62
1216,2018-05-18 16:00:00,14.2,13.4,0.83,1.6,0.49
1217,2018-05-18 17:00:00,13.7,13.3,0.86,0.6,1.29
1218,2018-05-18 18:00:00,14.0,13.6,0.87,1.6,1.48
1219,2018-05-18 19:00:00,14.6,13.8,0.88,0.8,0.11000000000000001
1220,2018-05-18 20:00:00,14.8,14.5,0.86,0.0,0.45
1221,2018-05-18 21:00:00,15.4,14.7,0.81,0.0,0.11000000000000001
1222,2018-05-18 22:00:00,16.7,15.1,0.78,0.0,0.9
1223,2018-05-18 23:00:00,17.7,16.6,0.71,0.0,0.74
1224,2018-05-19 00:00:00,18.1,17.0,0.68,0.0,0.09
1225,2018-05-19 01:00:00,18.1,16.8,0.68,0.0,0.06
1226,2018-05-19 02:00:00,17.7,16.7,0.7,0.0,0.35
1227,2018-05-19 03:00:00,17.7,16.7,0.68,0.0,0.06
1228,2018-05-19 04:00:00,17.2,15.3,0.7,0.0,0.06
1229,2018-05-19 05:00:00,15.4,14.8,0.75,0.0,0.07
1230,2018-05-19 06:00:00,14.8,14.0,0.78,0.0,0.37
1231,2018-05-19 07:00:00,14.4,14.1,0.77,0.0,0.09999999999999999
1232,2018-05-19 08:00:00,14.7,14.1,0.7,0.0,0.37
1233,2018-05-19 09:00:00,14.5,13.4,0.69,0.0,0.05
1234,2018-05-19 10:00:00,13.4,11.3,0.72,0.0,0.03
1235,2018-05-19 11:00:00,12.6,11.9,0.58,0.0,0.35
1236,2018-05-19 12:00:00,13.3,12.2,0.63,0.0,0.06
1237,2018-05-19 13:00:00,14.3,13.0,0.55,0.0,1.72
1238,2018-05-19 14:00:00,14.2,13.7,0.53,0.0,1.88
1239,2018-05-19 15:00:00,13.9,13.7,0.57,0.0,1.56
1240,2018-05-19 16:00:00,13.9,13.5,0.58,0.0,1.09
1241,2018-05-19 17:00:00,13.7,13.4,0.59,0.0,1.47
1242,2018-05-19 18:00:00,13.6,13.4,0.61,0.0,2.52
1243,2018-05-19 19:00:00,13.6,13.2,0.63,0.0,2.49
1244,2018-05-19 20:00:00,13.2,12.7,0.7,0.0,2.09
1245,2018-05-19 21:00:00,14.3,12.9,0.67,0.0,0.89
1246,2018-05-19 22:00:00,15.7,14.2,0.59,0.0,0.44
1247,2018-05-19 23:00:00,15.9,14.1,0.61,0.0,0.08
1248,2018-05-20 00:00:00,14.2,13.9,0.66,0.0,0.38
1249,2018-05-20 01:00:00,14.8,13.9,0.63,0.0,0.09
1250,2018-05-20 02:00:00,16.2,14.7,0.61,0.0,0.05
1251,2018-05-20 03:00:00,15.9,15.5,0.64,0.0,0.36
1252,2018-05-20 04:00:00,15.6,14.5,0.69,0.0,0.06
1253,2018-05-20 05:00:00,14.6,14.1,0.72,0.0,0.04
1254,2018-05-20 06:00:00,14.6,14.1,0.69,0.0,0.39
1255,2018-05-20 07:00:00,14.6,14.3,0.67,0.0,0.09000000000000001
1256,2018-05-20 08:00:00,14.6,14.1,0.68,0.0,0.11
1257,2018-05-20 09:00:00,14.7,14.1,0.72,0.0,3.8200000000000003
1258,2018-05-20 10:00:00,15.1,14.6,0.71,0.0,2.0300000000000002
1259,2018-05-20 11:00:00,15.3,14.9,0.69,0.0,1.55
1260,2018-05-20 12:00:00,15.6,15.1,0.71,0.0,4.39
1261,2018-05-20 13:00:00,15.7,15.4,0.71,0.0,3.7
1262,2018-05-20 14:00:00,15.4,13.7,0.76,0.4,1.27
1263,2018-05-20 15:00:00,14.2,13.6,0.76,0.0,0.41
1264,2018-05-20 16:00:00,14.1,13.6,0.75,0.0,0.07
1265,2018-05-20 17:00:00,14.3,14.0,0.7,0.0,0.37
1266,2018-05-20 18:00:00,14.5,14.1,0.67,0.0,2.96
1267,2018-05-20 19:00:00,14.3,14.1,0.63,0.0,4.970000000000001
1268,2018-05-20 20:00:00,14.6,14.1,0.58,0.0,4.09
1269,2018-05-20 21:00:00,15.5,14.3,0.59,0.0,3.4000000000000004
1270,2018-05-20 22:00:00,15.7,14.8,0.55,0.0,0.6699999999999999
1271,2018-05-20 23:00:00,17.5,15.0,0.47,0.0,0.32999999999999996
1272,2018-05-21 00:00:00,17.6,16.4,0.48,0.0,0.05
1273,2018-05-21 01:00:00,19.1,17.0,0.5,0.0,0.37
1274,2018-05-21 02:00:00,17.6,15.4,0.52,0.0,0.06
1275,2018-05-21 03:00:00,15.9,14.8,0.53,0.0,0.07
1276,2018-05-21 04:00:00,15.1,14.3,0.58,0.0,0.37
1277,2018-05-21 05:00:00,14.4,13.5,0.56,0.0,0.06
1278,2018-05-21 06:00:00,13.6,13.0,0.6,0.0,0.07
1279,2018-05-21 07:00:00,13.2,12.8,0.61,0.0,0.05
1280,2018-05-21 08:00:00,13.1,12.7,0.56,0.0,0.47
1281,2018-05-21 09:00:00,13.0,12.7,0.56,0.0,0.08
1282,2018-05-21 10:00:00,12.8,12.6,0.56,0.0,0.03
1283,2018-05-21 11:00:00,12.7,12.0,0.57,0.0,0.04
1284,2018-05-21 12:00:00,12.1,11.8,0.55,0.0,2.11
1285,2018-05-21 13:00:00,11.9,11.6,0.55,0.0,0.07
1286,2018-05-21 14:00:00,11.8,11.3,0.57,0.0,0.49
1287,2018-05-21 15:00:00,11.7,11.3,0.59,0.0,0.28
1288,2018-05-21 16:00:00,11.6,11.3,0.58,0.0,0.16
1289,2018-05-21 17:00:00,11.3,11.2,0.58,0.0,0.19
1290,2018-05-21 18:00:00,11.3,11.1,0.6,0.0,2.1100000000000003
1291,2018-05-21 19:00:00,11.4,11.1,0.62,0.0,4.98
1292,2018-05-21 20:00:00,12.5,11.3,0.6,0.0,2.25
1293,2018-05-21 21:00:00,13.4,12.4,0.6,0.0,1.58
1294,2018-05-21 22:00:00,13.5,13.2,0.64,0.0,0.24
1295,2018-05-21 23:00:00,14.9,13.3,0.66,0.0,0.42
1296,2018-05-22 00:00:00,16.4,14.9,0.61,0.0,0.08
1297,2018-05-22 01:00:00,16.2,14.3,0.67,0.0,0.36000000000000004
1298,2018-05-22 02:00:00,15.7,14.3,0.63,0.0,0.06
1299,2018-05-22 03:00:00,15.7,14.5,0.63,0.0,0.07
1300,2018-05-22 04:00:00,15.1,14.4,0.68,0.0,0.34
1301,2018-05-22 05:00:00,15.1,14.7,0.7,0.0,0.09000000000000001
1302,2018-05-22 06:00:00,14.8,14.3,0.73,0.0,0.06
1303,2018-05-22 07:00:00,14.9,13.4,0.77,1.8,0.41000000000000003
1304,2018-05-22 08:00:00,14.1,13.4,0.83,1.0,0.03
1305,2018-05-22 09:00:00,14.2,12.4,0.84,2.8,0.04
1306,2018-05-22 10:00:00,14.1,11.9,0.83,0.8,0.13999999999999999
1307,2018-05-22 11:00:00,11.9,10.5,0.87,2.6,0.37
1308,2018-05-22 12:00:00,12.4,11.6,0.84,0.0,1.5699999999999998
1309,2018-05-22 13:00:00,12.8,12.1,0.72,0.0,0.53
1310,2018-05-22 14:00:00,13.2,12.2,0.73,0.2,0.52
1311,2018-05-22 15:00:00,12.7,12.1,0.69,0.0,0.06
1312,2018-05-22 16:00:00,12.6,11.9,0.62,0.0,0.8099999999999999
1313,2018-05-22 17:00:00,12.1,10.5,0.64,0.0,0.99
1314,2018-05-22 18:00:00,10.8,10.2,0.61,0.0,1.6
1315,2018-05-22 19:00:00,11.0,10.0,0.59,0.0,3.9
1316,2018-05-22 20:00:00,10.3,9.6,0.61,0.0,2.4299999999999997
