,DateTime,Tmax(C),Tmin(C),RHmean(%),Rain(mm),Usage(kWh)
0,2018-03-29 00:00:00,20.5,19.5,0.66,0.0,0.09
1,2018-03-29 01:00:00,22.4,19.9,0.61,0.0,0.44000000000000006
2,2018-03-29 02:00:00,23.2,22.4,0.51,0.0,0.08
3,2018-03-29 03:00:00,23.0,21.5,0.5,0.0,0.08
4,2018-03-29 04:00:00,22.0,18.0,0.66,0.0,0.07
5,2018-03-29 05:00:00,18.1,17.7,0.68,0.0,0.2
6,2018-03-29 06:00:00,17.7,16.7,0.71,0.0,0.23
7,2018-03-29 07:00:00,16.7,16.2,0.76,0.0,0.11000000000000001
8,2018-03-29 08:00:00,16.3,14.8,0.8,0.0,0.08
9,2018-03-29 09:00:00,14.9,14.0,0.85,0.0,0.08
10,2018-03-29 10:00:00,14.4,13.7,0.88,0.0,0.79
11,2018-03-29 11:00:00,14.7,14.1,0.89,0.0,2.2699999999999996
12,2018-03-29 12:00:00,15.2,14.6,0.89,0.0,0.5700000000000001
13,2018-03-29 13:00:00,15.2,14.7,0.89,0.0,0.07
14,2018-03-29 14:00:00,14.7,14.4,0.9,0.0,0.03
15,2018-03-29 15:00:00,14.6,14.4,0.89,0.0,0.03
16,2018-03-29 16:00:00,14.4,13.9,0.89,0.0,0.45999999999999996
17,2018-03-29 17:00:00,13.9,13.5,0.91,0.0,0.06
18,2018-03-29 18:00:00,13.7,13.3,0.92,0.0,0.88
19,2018-03-29 19:00:00,13.4,13.1,0.92,0.0,1.6600000000000001
20,2018-03-29 20:00:00,13.9,13.4,0.92,0.0,0.55
21,2018-03-29 21:00:00,15.2,13.8,0.85,0.0,1.01
22,2018-03-29 22:00:00,18.2,15.2,0.73,0.0,1.17
23,2018-03-29 23:00:00,20.1,18.1,0.66,0.0,0.52
24,2018-03-30 00:00:00,20.9,19.6,0.61,0.0,0.08
25,2018-03-30 01:00:00,22.2,19.8,0.59,0.0,0.42
26,2018-03-30 02:00:00,20.5,19.9,0.63,0.0,0.08
27,2018-03-30 03:00:00,20.2,19.9,0.64,0.0,0.11
28,2018-03-30 04:00:00,20.2,19.7,0.63,0.0,0.39999999999999997
29,2018-03-30 05:00:00,20.2,18.7,0.6,0.0,0.08
30,2018-03-30 06:00:00,18.8,17.4,0.7,0.0,0.08
31,2018-03-30 07:00:00,17.4,16.7,0.79,0.0,0.07
32,2018-03-30 08:00:00,16.8,16.6,0.82,0.0,0.37
33,2018-03-30 09:00:00,16.9,16.6,0.84,0.0,0.02
34,2018-03-30 10:00:00,16.7,16.3,0.85,0.0,1.95
35,2018-03-30 11:00:00,16.4,16.3,0.86,0.0,1.5899999999999999
36,2018-03-30 12:00:00,16.7,16.3,0.86,0.0,0.56
37,2018-03-30 13:00:00,16.9,16.6,0.85,0.0,1.0
38,2018-03-30 14:00:00,17.0,16.8,0.84,0.0,0.99
39,2018-03-30 15:00:00,17.2,16.9,0.84,0.0,0.06
40,2018-03-30 16:00:00,17.5,17.1,0.82,0.0,0.41000000000000003
41,2018-03-30 17:00:00,17.7,17.2,0.8,0.0,2.44
42,2018-03-30 18:00:00,17.6,17.2,0.78,0.0,3.07
43,2018-03-30 19:00:00,17.5,17.2,0.78,0.0,1.25
44,2018-03-30 20:00:00,17.5,17.3,0.78,0.0,0.38
45,2018-03-30 21:00:00,17.9,17.5,0.73,0.0,0.08
46,2018-03-30 22:00:00,19.3,17.9,0.69,0.0,0.45
47,2018-03-30 23:00:00,19.4,18.0,0.73,0.0,0.08
48,2018-03-31 00:00:00,19.3,18.2,0.76,0.0,0.12
49,2018-03-31 01:00:00,19.4,18.3,0.81,0.0,0.38
50,2018-03-31 02:00:00,19.5,18.3,0.84,0.0,0.08
51,2018-03-31 03:00:00,20.1,19.5,0.81,0.0,0.06
52,2018-03-31 04:00:00,20.4,20.0,0.79,0.0,0.34
53,2018-03-31 05:00:00,20.4,19.7,0.8,0.0,0.05
54,2018-03-31 06:00:00,19.7,19.1,0.82,0.0,0.08
55,2018-03-31 07:00:00,19.1,17.6,0.76,0.0,0.07
56,2018-03-31 08:00:00,17.6,15.4,0.81,0.0,0.02
57,2018-03-31 09:00:00,15.5,15.3,0.78,0.0,0.3
58,2018-03-31 10:00:00,15.4,15.2,0.71,0.0,2.0
59,2018-03-31 11:00:00,15.3,14.9,0.63,0.0,2.34
60,2018-03-31 12:00:00,15.0,14.5,0.62,0.0,1.2
61,2018-03-31 13:00:00,14.5,12.1,0.67,0.0,0.72
62,2018-03-31 14:00:00,12.1,11.6,0.75,0.0,0.29000000000000004
63,2018-03-31 15:00:00,11.9,11.2,0.83,0.0,0.52
64,2018-03-31 16:00:00,11.4,11.1,0.87,0.0,0.38
65,2018-03-31 17:00:00,11.4,10.8,0.87,0.0,0.30000000000000004
66,2018-03-31 18:00:00,11.5,10.9,0.88,0.0,2.14
67,2018-03-31 19:00:00,11.6,10.9,0.88,0.0,2.07
68,2018-03-31 20:00:00,12.6,10.9,0.87,0.0,0.58
69,2018-03-31 21:00:00,14.1,12.5,0.81,0.0,0.09
70,2018-03-31 22:00:00,18.2,14.1,0.68,0.0,0.39
71,2018-03-31 23:00:00,21.2,18.0,0.59,0.0,0.07
72,2018-04-01 00:00:00,21.2,20.0,0.52,0.0,0.11000000000000001
73,2018-04-01 01:00:00,21.3,20.8,0.48,0.0,0.42000000000000004
75,2018-04-01 03:00:00,21.7,20.5,0.43,0.0,0.03
76,2018-04-01 04:00:00,20.7,19.6,0.48,0.0,0.42000000000000004
77,2018-04-01 05:00:00,19.6,17.5,0.53,0.0,0.03
78,2018-04-01 06:00:00,17.5,16.6,0.62,0.0,0.02
79,2018-04-01 07:00:00,16.6,16.2,0.69,0.0,0.08
80,2018-04-01 08:00:00,16.7,16.4,0.68,0.0,0.32999999999999996
81,2018-04-01 09:00:00,16.7,16.4,0.67,0.0,0.67
82,2018-04-01 10:00:00,16.6,16.3,0.66,0.0,0.02
83,2018-04-01 11:00:00,16.6,16.4,0.67,0.0,0.35
84,2018-04-01 12:00:00,16.4,16.2,0.68,0.0,1.42
85,2018-04-01 13:00:00,16.4,16.1,0.65,0.0,0.45
86,2018-04-01 14:00:00,16.6,16.3,0.65,0.0,0.08
87,2018-04-01 15:00:00,16.6,16.3,0.67,0.0,1.29
88,2018-04-01 16:00:00,16.4,16.2,0.64,0.0,0.01
89,2018-04-01 17:00:00,16.3,15.8,0.63,0.0,0.6
90,2018-04-01 18:00:00,15.9,15.7,0.66,0.0,3.5
91,2018-04-01 19:00:00,16.0,15.6,0.63,0.0,2.23
92,2018-04-01 20:00:00,16.1,15.8,0.61,0.0,2.21
93,2018-04-01 21:00:00,16.9,15.8,0.61,0.0,0.74
94,2018-04-01 22:00:00,18.1,16.8,0.57,0.0,0.23
96,2018-04-02 00:00:00,19.9,18.8,0.54,0.0,0.05
97,2018-04-02 01:00:00,20.1,19.5,0.52,0.0,0.15
98,2018-04-02 02:00:00,20.3,19.6,0.53,0.0,0.33
99,2018-04-02 03:00:00,20.2,19.7,0.56,0.0,0.02
100,2018-04-02 04:00:00,20.0,19.1,0.6,0.0,0.11000000000000001
101,2018-04-02 05:00:00,19.3,17.8,0.66,0.0,0.09
102,2018-04-02 06:00:00,17.9,17.2,0.69,0.0,0.41000000000000003
103,2018-04-02 07:00:00,17.2,17.0,0.73,0.0,0.05
104,2018-04-02 08:00:00,17.2,16.9,0.77,0.0,0.04
105,2018-04-02 09:00:00,17.2,16.9,0.78,0.0,0.9099999999999999
106,2018-04-02 10:00:00,17.2,16.9,0.76,0.0,0.04
107,2018-04-02 11:00:00,17.4,17.1,0.77,0.0,1.33
108,2018-04-02 12:00:00,17.3,17.1,0.79,0.0,0.02
109,2018-04-02 13:00:00,17.5,17.1,0.81,0.0,0.85
110,2018-04-02 14:00:00,17.8,17.4,0.82,0.0,0.86
111,2018-04-02 15:00:00,17.9,17.7,0.84,0.0,2.27
112,2018-04-02 16:00:00,18.2,17.9,0.85,0.0,2.1900000000000004
113,2018-04-02 17:00:00,18.5,18.2,0.84,0.0,0.62
114,2018-04-02 18:00:00,18.7,18.3,0.82,0.0,0.060000000000000005
115,2018-04-02 19:00:00,18.8,18.5,0.83,0.0,0.49
116,2018-04-02 20:00:00,19.0,18.7,0.83,0.0,0.05
117,2018-04-02 21:00:00,20.2,19.0,0.81,0.0,0.5800000000000001
118,2018-04-02 22:00:00,20.9,20.1,0.77,0.0,0.44999999999999996
119,2018-04-02 23:00:00,21.6,20.4,0.75,0.0,0.04
120,2018-04-03 00:00:00,21.6,20.7,0.75,0.0,0.07
121,2018-04-03 01:00:00,22.1,21.0,0.73,0.0,0.38
122,2018-04-03 02:00:00,21.0,20.2,0.76,0.0,0.05
123,2018-04-03 03:00:00,20.9,20.1,0.76,0.0,0.06
124,2018-04-03 04:00:00,21.1,20.4,0.73,0.0,0.39
125,2018-04-03 05:00:00,20.8,19.9,0.7,0.0,0.05
126,2018-04-03 06:00:00,20.1,19.3,0.71,0.0,0.03
127,2018-04-03 07:00:00,19.3,18.1,0.78,0.0,0.11000000000000001
128,2018-04-03 08:00:00,18.2,17.7,0.85,0.0,0.07
129,2018-04-03 09:00:00,18.0,17.5,0.84,0.0,0.04
130,2018-04-03 10:00:00,18.0,17.6,0.83,0.0,1.3599999999999999
131,2018-04-03 11:00:00,17.7,17.5,0.84,0.0,0.26
132,2018-04-03 12:00:00,17.7,17.3,0.84,0.0,0.44
133,2018-04-03 13:00:00,17.5,17.3,0.84,0.0,0.11000000000000001
134,2018-04-03 14:00:00,17.4,17.1,0.84,0.0,2.04
135,2018-04-03 15:00:00,17.2,17.1,0.84,0.0,1.89
136,2018-04-03 16:00:00,17.5,17.2,0.82,0.0,0.53
137,2018-04-03 17:00:00,17.4,17.2,0.83,0.0,0.02
138,2018-04-03 18:00:00,17.7,17.3,0.79,0.0,0.39999999999999997
139,2018-04-03 19:00:00,17.7,17.2,0.75,0.0,0.5700000000000001
140,2018-04-03 20:00:00,17.4,17.2,0.73,0.0,0.03
141,2018-04-03 21:00:00,18.3,17.4,0.68,0.0,0.08
142,2018-04-03 22:00:00,19.6,18.3,0.56,0.0,0.35
143,2018-04-03 23:00:00,20.5,19.4,0.51,0.0,0.06
144,2018-04-04 00:00:00,20.7,20.2,0.55,0.0,0.06
145,2018-04-04 01:00:00,21.0,20.6,0.51,0.0,0.02
146,2018-04-04 02:00:00,21.0,20.1,0.54,0.0,0.08
147,2018-04-04 03:00:00,20.1,19.1,0.59,0.0,0.41000000000000003
148,2018-04-04 04:00:00,20.4,19.2,0.61,0.0,0.05
149,2018-04-04 05:00:00,20.3,18.6,0.61,0.0,0.06
150,2018-04-04 06:00:00,18.6,17.8,0.65,0.0,0.05
151,2018-04-04 07:00:00,17.8,17.5,0.69,0.0,0.11000000000000001
152,2018-04-04 08:00:00,17.7,17.4,0.75,0.0,0.08
153,2018-04-04 09:00:00,17.5,17.3,0.77,0.0,0.02
154,2018-04-04 10:00:00,17.4,17.2,0.78,0.0,0.96
155,2018-04-04 11:00:00,17.5,16.9,0.74,0.0,1.3299999999999998
156,2018-04-04 12:00:00,17.5,16.8,0.77,0.0,0.16999999999999998
157,2018-04-04 13:00:00,17.0,16.5,0.78,0.0,0.27
158,2018-04-04 14:00:00,16.7,16.2,0.77,0.0,0.05
159,2018-04-04 15:00:00,16.7,16.4,0.75,0.0,0.42000000000000004
160,2018-04-04 16:00:00,16.6,15.8,0.77,0.0,0.01
161,2018-04-04 17:00:00,16.4,15.4,0.76,0.0,0.06
162,2018-04-04 18:00:00,15.5,14.1,0.8,0.0,1.21
163,2018-04-04 19:00:00,14.2,13.7,0.84,0.0,0.85
164,2018-04-04 20:00:00,15.9,14.1,0.84,0.0,2.26
165,2018-04-04 21:00:00,17.1,15.9,0.79,0.0,0.84
166,2018-04-04 22:00:00,18.8,17.0,0.72,0.0,0.15
167,2018-04-04 23:00:00,19.9,18.6,0.68,0.0,0.44
168,2018-04-05 00:00:00,19.9,19.0,0.64,0.0,0.03
169,2018-04-05 01:00:00,19.0,18.6,0.68,0.0,0.13
170,2018-04-05 02:00:00,19.1,18.6,0.69,0.0,0.31
171,2018-04-05 03:00:00,19.6,18.7,0.67,0.0,0.05
172,2018-04-05 04:00:00,19.6,18.6,0.66,0.0,0.06
173,2018-04-05 05:00:00,19.4,17.9,0.64,0.0,0.05
174,2018-04-05 06:00:00,18.0,17.0,0.7,0.0,0.39999999999999997
175,2018-04-05 07:00:00,17.0,15.3,0.71,0.0,0.04
176,2018-04-05 08:00:00,16.0,15.4,0.76,0.0,0.12
177,2018-04-05 09:00:00,15.7,15.3,0.81,0.0,0.1
178,2018-04-05 10:00:00,16.3,15.3,0.79,0.0,0.6000000000000001
179,2018-04-05 11:00:00,16.3,15.6,0.83,0.0,0.31
180,2018-04-05 12:00:00,15.9,15.6,0.88,0.0,0.46
181,2018-04-05 13:00:00,15.9,15.4,0.88,0.0,0.04
182,2018-04-05 14:00:00,16.1,15.8,0.88,0.0,0.06
183,2018-04-05 15:00:00,16.2,15.8,0.87,0.0,0.05
184,2018-04-05 16:00:00,16.3,15.9,0.86,0.0,0.19
185,2018-04-05 17:00:00,16.9,16.2,0.86,0.0,3.25
186,2018-04-05 18:00:00,17.1,16.9,0.85,0.0,4.16
187,2018-04-05 19:00:00,17.2,16.7,0.83,0.0,2.13
188,2018-04-05 20:00:00,17.4,17.1,0.81,0.0,0.18
189,2018-04-05 21:00:00,18.8,17.2,0.74,0.0,1.1400000000000001
190,2018-04-05 22:00:00,19.0,18.3,0.73,0.0,0.13
191,2018-04-05 23:00:00,19.9,19.0,0.7,0.0,0.03
192,2018-04-06 00:00:00,20.3,19.1,0.67,0.0,0.45999999999999996
193,2018-04-06 01:00:00,20.3,19.8,0.64,0.0,0.07
194,2018-04-06 02:00:00,20.1,19.6,0.62,0.0,0.05
195,2018-04-06 03:00:00,20.0,19.0,0.62,0.0,0.08
196,2018-04-06 04:00:00,19.2,18.5,0.63,0.0,0.02
197,2018-04-06 05:00:00,18.6,17.5,0.68,0.0,0.43
198,2018-04-06 06:00:00,17.6,17.3,0.71,0.0,0.12
199,2018-04-06 07:00:00,17.4,17.1,0.71,0.0,0.08
200,2018-04-06 08:00:00,17.3,17.1,0.74,0.0,0.04
201,2018-04-06 09:00:00,17.2,17.1,0.76,0.0,2.09
202,2018-04-06 10:00:00,17.4,17.1,0.76,0.0,2.1900000000000004
203,2018-04-06 11:00:00,17.5,17.1,0.71,0.0,0.79
204,2018-04-06 12:00:00,17.2,16.7,0.75,0.0,1.29
205,2018-04-06 13:00:00,16.9,16.6,0.74,0.0,0.67
206,2018-04-06 14:00:00,17.4,16.7,0.69,0.0,0.32
207,2018-04-06 15:00:00,17.4,17.2,0.69,0.0,0.15
208,2018-04-06 16:00:00,17.5,17.2,0.71,0.0,0.02
209,2018-04-06 17:00:00,17.6,17.3,0.74,0.0,0.4
210,2018-04-06 18:00:00,17.7,17.5,0.73,0.0,0.02
211,2018-04-06 19:00:00,17.7,17.4,0.78,0.0,0.05
212,2018-04-06 20:00:00,18.7,17.5,0.79,0.0,0.05
213,2018-04-06 21:00:00,19.4,18.7,0.74,0.0,0.38
214,2018-04-06 22:00:00,21.9,19.1,0.73,0.0,0.03
215,2018-04-06 23:00:00,22.7,16.1,0.7,0.0,0.05
216,2018-04-07 00:00:00,16.9,16.0,0.78,0.0,0.05
217,2018-04-07 01:00:00,16.3,16.0,0.78,0.0,0.03
218,2018-04-07 02:00:00,16.3,14.9,0.8,0.0,0.43
219,2018-04-07 03:00:00,14.9,12.8,0.88,0.2,0.04
220,2018-04-07 04:00:00,14.5,12.8,0.77,0.0,0.04
221,2018-04-07 05:00:00,14.5,14.1,0.71,0.0,0.04
222,2018-04-07 06:00:00,14.2,13.7,0.68,0.0,0.05
223,2018-04-07 07:00:00,13.7,13.6,0.69,0.0,0.03
224,2018-04-07 08:00:00,13.6,13.4,0.67,0.0,0.07
225,2018-04-07 09:00:00,13.6,13.4,0.68,0.0,0.47000000000000003
226,2018-04-07 10:00:00,13.5,13.2,0.67,0.0,0.1
227,2018-04-07 11:00:00,13.3,13.0,0.67,0.0,0.06
228,2018-04-07 12:00:00,13.1,12.3,0.67,0.0,0.02
229,2018-04-07 13:00:00,12.4,10.6,0.72,0.0,0.07
230,2018-04-07 14:00:00,11.1,10.5,0.82,0.0,0.02
231,2018-04-07 15:00:00,11.8,10.9,0.81,0.0,0.06
232,2018-04-07 16:00:00,11.5,10.9,0.79,0.0,0.03
233,2018-04-07 17:00:00,11.9,11.1,0.79,0.0,0.52
234,2018-04-07 18:00:00,12.3,11.7,0.75,0.0,0.03
235,2018-04-07 19:00:00,12.5,12.2,0.73,0.0,0.06
236,2018-04-07 20:00:00,13.4,12.3,0.75,0.0,0.05
237,2018-04-07 21:00:00,15.4,13.4,0.74,0.0,0.03
238,2018-04-07 22:00:00,17.0,15.2,0.66,0.0,0.06
239,2018-04-07 23:00:00,18.4,16.9,0.61,0.0,0.03
240,2018-04-08 00:00:00,19.4,18.3,0.57,0.0,0.45
241,2018-04-08 01:00:00,18.9,17.5,0.61,0.0,0.06
242,2018-04-08 02:00:00,18.6,17.6,0.63,0.0,0.03
243,2018-04-08 03:00:00,18.8,17.9,0.55,0.0,0.05
244,2018-04-08 04:00:00,18.8,17.9,0.54,0.0,0.04
245,2018-04-08 05:00:00,18.0,16.8,0.62,0.0,0.04
246,2018-04-08 06:00:00,16.8,16.5,0.66,0.0,0.52
247,2018-04-08 07:00:00,16.7,16.4,0.67,0.0,0.03
248,2018-04-08 08:00:00,16.8,16.4,0.63,0.0,0.05
249,2018-04-08 09:00:00,16.9,16.6,0.65,0.0,0.05
250,2018-04-08 10:00:00,17.8,16.7,0.56,0.0,0.03
251,2018-04-08 11:00:00,17.9,16.8,0.6,0.0,0.06
252,2018-04-08 12:00:00,17.0,16.5,0.61,0.0,0.03
253,2018-04-08 13:00:00,16.7,16.4,0.65,0.0,0.51
254,2018-04-08 14:00:00,16.8,16.4,0.71,0.0,0.06
255,2018-04-08 15:00:00,16.5,16.1,0.78,0.0,0.03
256,2018-04-08 16:00:00,16.3,16.1,0.8,0.0,0.06
257,2018-04-08 17:00:00,16.3,15.8,0.82,0.0,0.03
258,2018-04-08 18:00:00,15.8,14.8,0.82,0.0,0.06
259,2018-04-08 19:00:00,14.9,14.7,0.79,0.0,0.08
260,2018-04-08 20:00:00,14.8,14.7,0.79,0.0,0.3
261,2018-04-08 21:00:00,15.2,14.7,0.76,0.0,0.22
262,2018-04-08 22:00:00,15.1,14.6,0.77,0.0,0.04
263,2018-04-08 23:00:00,16.4,14.9,0.75,0.0,0.05
264,2018-04-09 00:00:00,16.3,15.2,0.73,0.0,0.05
265,2018-04-09 01:00:00,16.8,15.2,0.71,0.0,0.03
266,2018-04-09 02:00:00,17.0,15.8,0.66,0.0,0.05
267,2018-04-09 03:00:00,16.0,14.7,0.71,0.0,0.49
268,2018-04-09 04:00:00,14.9,14.6,0.74,0.0,0.04
269,2018-04-09 05:00:00,14.8,14.4,0.76,0.0,0.06
270,2018-04-09 06:00:00,14.5,13.6,0.82,1.0,0.03
271,2018-04-09 07:00:00,13.6,13.3,0.89,0.4,0.06
272,2018-04-09 08:00:00,14.2,13.4,0.92,0.2,0.05
273,2018-04-09 09:00:00,14.2,13.5,0.93,0.8,0.03
274,2018-04-09 10:00:00,14.3,13.9,0.93,1.6,0.48
275,2018-04-09 11:00:00,15.0,14.2,0.94,4.8,0.04
276,2018-04-09 12:00:00,15.0,14.6,0.95,8.4,0.04
277,2018-04-09 13:00:00,14.7,14.0,0.94,0.4,0.05
278,2018-04-09 14:00:00,14.2,12.5,0.93,0.0,0.03
279,2018-04-09 15:00:00,12.7,11.5,0.91,0.2,0.05
280,2018-04-09 16:00:00,11.5,10.4,0.89,0.8,0.06
281,2018-04-09 17:00:00,11.2,10.4,0.83,0.2,0.45
282,2018-04-09 18:00:00,11.1,10.3,0.85,2.2,0.06
283,2018-04-09 19:00:00,10.4,9.7,0.88,5.2,0.04
284,2018-04-09 20:00:00,9.8,9.1,0.87,6.4,0.04
285,2018-04-09 21:00:00,9.8,9.1,0.86,1.0,0.07
286,2018-04-09 22:00:00,10.2,9.4,0.84,1.4,0.02
287,2018-04-09 23:00:00,11.1,10.1,0.73,0.0,0.49
288,2018-04-10 00:00:00,11.1,9.9,0.77,0.6,0.03
289,2018-04-10 01:00:00,10.6,9.7,0.74,0.4,0.04
290,2018-04-10 02:00:00,10.2,9.0,0.78,1.4,0.06
291,2018-04-10 03:00:00,9.7,9.0,0.8,1.8,0.11000000000000001
292,2018-04-10 04:00:00,9.5,8.8,0.81,2.0,0.05
293,2018-04-10 05:00:00,9.0,8.6,0.82,1.8,0.05
294,2018-04-10 06:00:00,9.8,8.7,0.76,0.6,0.5
295,2018-04-10 07:00:00,9.8,7.9,0.77,0.8,0.06
296,2018-04-10 08:00:00,10.4,8.4,0.71,0.4,0.04
297,2018-04-10 09:00:00,10.1,8.6,0.66,0.2,0.62
298,2018-04-10 10:00:00,10.7,8.9,0.58,0.2,1.6
299,2018-04-10 11:00:00,10.8,9.8,0.59,0.0,2.26
300,2018-04-10 12:00:00,10.4,8.8,0.64,1.0,2.2199999999999998
301,2018-04-10 13:00:00,8.8,7.4,0.77,2.6,0.03
302,2018-04-10 14:00:00,8.9,8.5,0.76,0.2,0.48
303,2018-04-10 15:00:00,9.2,8.4,0.75,0.0,0.04
304,2018-04-10 16:00:00,9.2,8.8,0.73,0.0,0.86
305,2018-04-10 17:00:00,9.3,8.4,0.74,0.0,0.08
306,2018-04-10 18:00:00,8.9,8.4,0.73,0.2,0.8
307,2018-04-10 19:00:00,8.5,7.9,0.75,0.2,2.1799999999999997
308,2018-04-10 20:00:00,8.9,7.8,0.73,0.0,1.58
309,2018-04-10 21:00:00,9.1,8.5,0.72,0.0,1.23
310,2018-04-10 22:00:00,8.9,8.4,0.74,0.2,1.45
311,2018-04-10 23:00:00,9.7,8.7,0.71,0.0,1.25
312,2018-04-11 00:00:00,10.1,9.4,0.69,0.0,1.54
313,2018-04-11 01:00:00,10.3,9.6,0.7,0.0,1.26
314,2018-04-11 02:00:00,10.0,9.3,0.78,0.6,1.26
315,2018-04-11 03:00:00,10.1,9.3,0.78,0.8,1.08
316,2018-04-11 04:00:00,10.6,9.0,0.77,5.6,0.66
317,2018-04-11 05:00:00,12.2,9.7,0.64,0.0,0.04
318,2018-04-11 06:00:00,11.8,10.9,0.65,0.0,0.14
319,2018-04-11 07:00:00,12.0,10.2,0.66,0.4,0.05
320,2018-04-11 08:00:00,10.9,8.5,0.8,5.8,0.12
321,2018-04-11 09:00:00,10.3,8.7,0.81,2.2,1.58
322,2018-04-11 10:00:00,10.3,9.4,0.78,0.6,1.23
323,2018-04-11 11:00:00,10.3,9.1,0.77,0.2,1.5499999999999998
324,2018-04-11 12:00:00,10.5,10.0,0.77,0.6,1.22
325,2018-04-11 13:00:00,10.5,9.6,0.76,0.2,1.6099999999999999
326,2018-04-11 14:00:00,10.6,9.7,0.77,0.4,3.29
327,2018-04-11 15:00:00,10.5,9.9,0.74,0.4,3.37
328,2018-04-11 16:00:00,10.9,10.1,0.66,0.0,1.3
329,2018-04-11 17:00:00,10.9,10.3,0.62,0.0,1.56
330,2018-04-11 18:00:00,10.4,9.1,0.58,0.0,1.1800000000000002
331,2018-04-11 19:00:00,9.1,6.5,0.68,0.0,1.5899999999999999
332,2018-04-11 20:00:00,8.4,6.6,0.72,0.0,1.1600000000000001
333,2018-04-11 21:00:00,10.6,8.4,0.7,0.0,1.2
334,2018-04-11 22:00:00,13.5,10.6,0.62,0.0,1.26
335,2018-04-11 23:00:00,15.5,13.5,0.48,0.0,1.44
336,2018-04-12 00:00:00,15.8,14.1,0.53,0.0,1.15
337,2018-04-12 01:00:00,15.8,13.2,0.51,0.0,1.09
338,2018-04-12 02:00:00,13.2,12.3,0.53,0.0,1.12
339,2018-04-12 03:00:00,14.0,13.1,0.54,0.0,1.33
340,2018-04-12 04:00:00,13.4,13.1,0.56,0.0,1.1
341,2018-04-12 05:00:00,14.2,13.4,0.65,0.0,1.07
342,2018-04-12 06:00:00,14.3,13.7,0.68,0.0,1.1400000000000001
343,2018-04-12 07:00:00,13.9,13.7,0.74,0.0,1.4700000000000002
344,2018-04-12 08:00:00,13.9,13.7,0.82,0.0,1.07
345,2018-04-12 09:00:00,14.0,13.7,0.89,0.0,3.04
346,2018-04-12 10:00:00,13.9,12.5,0.82,0.0,1.73
347,2018-04-12 11:00:00,13.1,12.5,0.66,0.2,1.53
348,2018-04-12 12:00:00,12.6,12.5,0.68,0.0,1.08
349,2018-04-12 13:00:00,12.7,12.5,0.66,0.0,1.37
350,2018-04-12 14:00:00,12.9,12.6,0.58,0.0,1.1
351,2018-04-12 15:00:00,12.7,12.5,0.61,0.0,1.29
352,2018-04-12 16:00:00,12.5,12.2,0.6,0.0,3.23
353,2018-04-12 17:00:00,12.3,11.7,0.6,0.0,1.66
354,2018-04-12 18:00:00,11.8,10.8,0.63,0.0,1.71
355,2018-04-12 19:00:00,11.6,11.1,0.64,0.0,1.13
356,2018-04-12 20:00:00,13.0,11.5,0.58,0.0,1.4300000000000002
357,2018-04-12 21:00:00,13.2,12.9,0.56,0.0,1.1400000000000001
358,2018-04-12 22:00:00,14.0,13.1,0.54,0.0,0.49
359,2018-04-12 23:00:00,14.4,13.9,0.52,0.0,1.2799999999999998
360,2018-04-13 00:00:00,14.7,14.1,0.51,0.0,1.1600000000000001
361,2018-04-13 01:00:00,14.9,14.4,0.52,0.0,1.15
362,2018-04-13 02:00:00,14.5,13.4,0.53,0.0,1.26
363,2018-04-13 03:00:00,13.4,12.7,0.61,0.0,1.24
364,2018-04-13 04:00:00,12.8,12.4,0.67,0.0,1.1400000000000001
365,2018-04-13 05:00:00,12.5,12.3,0.67,0.0,1.0
366,2018-04-13 06:00:00,12.3,11.9,0.67,0.0,1.1400000000000001
367,2018-04-13 07:00:00,11.9,11.5,0.69,0.0,1.42
368,2018-04-13 08:00:00,11.6,10.6,0.71,0.0,0.9199999999999999
369,2018-04-13 09:00:00,10.7,10.4,0.76,0.0,0.51
370,2018-04-13 10:00:00,10.9,10.5,0.8,0.0,0.12000000000000001
371,2018-04-13 11:00:00,10.9,10.4,0.81,0.0,0.08
372,2018-04-13 12:00:00,10.9,10.6,0.83,0.0,0.42000000000000004
373,2018-04-13 13:00:00,10.7,10.1,0.83,0.0,0.02
374,2018-04-13 14:00:00,10.3,9.9,0.85,0.0,0.06
375,2018-04-13 15:00:00,10.2,10.0,0.85,0.0,0.34
376,2018-04-13 16:00:00,10.1,9.8,0.83,0.0,0.15
377,2018-04-13 17:00:00,9.8,9.6,0.8,0.0,0.33
378,2018-04-13 18:00:00,10.0,9.7,0.82,0.0,0.06
379,2018-04-13 19:00:00,10.8,9.8,0.77,0.0,0.01
380,2018-04-13 20:00:00,11.8,10.7,0.67,0.0,0.41
381,2018-04-13 21:00:00,12.8,11.7,0.6,0.0,0.02
382,2018-04-13 22:00:00,15.2,12.8,0.53,0.0,0.06
383,2018-04-13 23:00:00,15.6,14.2,0.53,0.0,0.02
384,2018-04-14 00:00:00,15.9,14.9,0.54,0.0,0.39
385,2018-04-14 01:00:00,15.0,14.4,0.58,0.0,0.05
386,2018-04-14 02:00:00,16.9,14.2,0.57,0.0,0.03
387,2018-04-14 03:00:00,16.0,14.5,0.55,0.0,0.06
388,2018-04-14 04:00:00,14.5,13.6,0.6,0.0,0.37
389,2018-04-14 05:00:00,13.9,13.1,0.61,0.0,0.04
390,2018-04-14 06:00:00,13.1,12.5,0.63,0.0,0.06
391,2018-04-14 07:00:00,12.6,12.1,0.62,0.0,0.02
