Station,Date(UTC),Tmax(C),Period(Hrs),Tmin(C),Period(Hrs),Tgmin(C),Period(Hrs),Tmean(C),RHmean(%),Period(Hrs),Freq
Wellington, Greta Point Cws,05/10/2018 16:00,10.0,1,9.8,1,-,-,9.9,85,1,H
Wellington, Greta Point Cws,05/10/2018 17:00,10.5,1,10.0,1,-,-,10.2,79,1,H
Wellington, Greta Point Cws,05/10/2018 18:00,10.5,1,10.3,1,-,-,10.4,81,1,H
Wellington, Greta Point Cws,05/10/2018 19:00,11.3,1,10.3,1,-,-,10.6,81,1,H
Wellington, Greta Point Cws,05/10/2018 20:00,12.6,1,11.3,1,-,-,11.9,76,1,H
Wellington, Greta Point Cws,05/10/2018 21:00,15.1,1,12.2,1,-,-,13.2,68,1,H
Wellington, Greta Point Cws,05/10/2018 22:00,17.2,1,14.6,1,-,-,15.6,56,1,H
Wellington, Greta Point Cws,05/10/2018 23:00,18.1,1,16.7,1,-,-,17.3,48,1,H
Wellington, Greta Point Cws,06/10/2018 00:00,21.3,1,17.0,1,-,-,18.8,46,1,H
Wellington, Greta Point Cws,06/10/2018 01:00,22.0,1,20.5,1,-,-,21.0,43,1,H
Wellington, Greta Point Cws,06/10/2018 02:00,21.8,1,18.5,1,-,-,20.7,42,1,H
Wellington, Greta Point Cws,06/10/2018 03:00,18.5,1,15.9,1,-,-,17.0,52,1,H
Wellington, Greta Point Cws,06/10/2018 04:00,17.3,1,16.1,1,-,-,16.9,51,1,H
Wellington, Greta Point Cws,06/10/2018 05:00,16.2,1,14.2,1,-,-,15.0,58,1,H
Wellington, Greta Point Cws,06/10/2018 06:00,14.3,1,14.0,1,-,-,14.2,58,1,H
Wellington, Greta Point Cws,06/10/2018 07:00,14.1,1,12.6,1,-,-,13.4,62,1,H
Wellington, Greta Point Cws,06/10/2018 08:00,12.7,1,12.2,1,-,-,12.4,68,1,H
Wellington, Greta Point Cws,06/10/2018 09:00,12.9,1,12.4,1,-,-,12.7,72,1,H
Wellington, Greta Point Cws,06/10/2018 10:00,12.8,1,12.3,1,-,-,12.5,74,1,H
Wellington, Greta Point Cws,06/10/2018 11:00,12.7,1,12.4,1,-,-,12.6,77,1,H
Wellington, Greta Point Cws,06/10/2018 12:00,12.7,1,12.5,1,-,-,12.7,77,1,H
Wellington, Greta Point Cws,06/10/2018 13:00,12.9,1,12.7,1,-,-,12.7,76,1,H
Wellington, Greta Point Cws,06/10/2018 14:00,12.9,1,12.7,1,-,-,12.8,75,1,H
Wellington, Greta Point Cws,06/10/2018 15:00,12.9,1,12.6,1,-,-,12.8,75,1,H
Wellington, Greta Point Cws,06/10/2018 16:00,12.9,1,12.5,1,-,-,12.7,76,1,H
Wellington, Greta Point Cws,06/10/2018 17:00,12.6,1,12.4,1,-,-,12.5,76,1,H
Wellington, Greta Point Cws,06/10/2018 18:00,12.6,1,12.4,1,-,-,12.5,78,1,H
Wellington, Greta Point Cws,06/10/2018 19:00,13.0,1,12.6,1,-,-,12.8,81,1,H
Wellington, Greta Point Cws,06/10/2018 20:00,13.8,1,13.0,1,-,-,13.4,79,1,H
Wellington, Greta Point Cws,06/10/2018 21:00,16.9,1,13.7,1,-,-,15.4,71,1,H
Wellington, Greta Point Cws,06/10/2018 22:00,18.5,1,16.7,1,-,-,17.7,62,1,H
Wellington, Greta Point Cws,06/10/2018 23:00,21.4,1,18.0,1,-,-,19.9,57,1,H
Wellington, Greta Point Cws,07/10/2018 00:00,20.8,1,15.6,1,-,-,17.4,60,1,H
Wellington, Greta Point Cws,07/10/2018 01:00,15.9,1,13.6,1,-,-,14.6,72,1,H
Wellington, Greta Point Cws,07/10/2018 02:00,14.6,1,13.2,1,-,-,14.1,72,1,H
Wellington, Greta Point Cws,07/10/2018 03:00,13.8,1,13.0,1,-,-,13.4,73,1,H
Wellington, Greta Point Cws,07/10/2018 04:00,13.4,1,12.9,1,-,-,13.2,72,1,H
Wellington, Greta Point Cws,07/10/2018 05:00,13.2,1,12.1,1,-,-,12.6,75,1,H
Wellington, Greta Point Cws,07/10/2018 06:00,12.2,1,11.7,1,-,-,12.0,78,1,H
Wellington, Greta Point Cws,07/10/2018 07:00,11.8,1,11.4,1,-,-,11.6,79,1,H
