Station,Date(UTC),Amount(mm),Period(Hrs),Freq
"Wellington, Greta Point Cws",18/08/2018 18:00,0.0,1,H
"Wellington, Greta Point Cws",18/08/2018 19:00,0.0,1,H
"Wellington, Greta Point Cws",18/08/2018 20:00,0.0,1,H
"Wellington, Greta Point Cws",18/08/2018 21:00,0.0,1,H
"Wellington, Greta Point Cws",18/08/2018 22:00,0.0,1,H
"Wellington, Greta Point Cws",18/08/2018 23:00,0.0,1,H
"Wellington, Greta Point Cws",19/08/2018 00:00,0.0,1,H
"Wellington, Greta Point Cws",19/08/2018 01:00,0.0,1,H
"Wellington, Greta Point Cws",19/08/2018 02:00,0.0,1,H
"Wellington, Greta Point Cws",19/08/2018 03:00,0.0,1,H
"Wellington, Greta Point Cws",19/08/2018 04:00,0.0,1,H
"Wellington, Greta Point Cws",19/08/2018 05:00,0.0,1,H
"Wellington, Greta Point Cws",19/08/2018 06:00,0.0,1,H
"Wellington, Greta Point Cws",19/08/2018 07:00,0.0,1,H
"Wellington, Greta Point Cws",19/08/2018 08:00,0.0,1,H
"Wellington, Greta Point Cws",19/08/2018 09:00,0.0,1,H
"Wellington, Greta Point Cws",19/08/2018 10:00,0.0,1,H
"Wellington, Greta Point Cws",19/08/2018 11:00,0.0,1,H
"Wellington, Greta Point Cws",19/08/2018 12:00,0.0,1,H
"Wellington, Greta Point Cws",19/08/2018 13:00,0.0,1,H
"Wellington, Greta Point Cws",19/08/2018 14:00,0.0,1,H
"Wellington, Greta Point Cws",19/08/2018 15:00,0.0,1,H
"Wellington, Greta Point Cws",19/08/2018 16:00,0.0,1,H
"Wellington, Greta Point Cws",19/08/2018 17:00,0.0,1,H
"Wellington, Greta Point Cws",19/08/2018 18:00,0.0,1,H
"Wellington, Greta Point Cws",19/08/2018 19:00,0.0,1,H
"Wellington, Greta Point Cws",19/08/2018 20:00,0.0,1,H
"Wellington, Greta Point Cws",19/08/2018 21:00,0.0,1,H
"Wellington, Greta Point Cws",19/08/2018 22:00,0.4,1,H
"Wellington, Greta Point Cws",19/08/2018 23:00,2.6,1,H
"Wellington, Greta Point Cws",20/08/2018 00:00,0.0,1,H
"Wellington, Greta Point Cws",20/08/2018 01:00,0.0,1,H
"Wellington, Greta Point Cws",20/08/2018 02:00,0.0,1,H
"Wellington, Greta Point Cws",20/08/2018 03:00,1.0,1,H
"Wellington, Greta Point Cws",20/08/2018 04:00,0.2,1,H
"Wellington, Greta Point Cws",20/08/2018 05:00,0.8,1,H
"Wellington, Greta Point Cws",20/08/2018 06:00,1.6,1,H
"Wellington, Greta Point Cws",20/08/2018 07:00,3.4,1,H
"Wellington, Greta Point Cws",20/08/2018 08:00,5.8,1,H
"Wellington, Greta Point Cws",20/08/2018 09:00,0.8,1,H
"Wellington, Greta Point Cws",20/08/2018 10:00,0.0,1,H
"Wellington, Greta Point Cws",20/08/2018 11:00,0.0,1,H
"Wellington, Greta Point Cws",20/08/2018 12:00,0.0,1,H
"Wellington, Greta Point Cws",20/08/2018 13:00,1.6,1,H
"Wellington, Greta Point Cws",20/08/2018 14:00,0.2,1,H
"Wellington, Greta Point Cws",20/08/2018 15:00,0.4,1,H
"Wellington, Greta Point Cws",20/08/2018 16:00,7.0,1,H
"Wellington, Greta Point Cws",20/08/2018 17:00,2.4,1,H
"Wellington, Greta Point Cws",20/08/2018 18:00,1.6,1,H
"Wellington, Greta Point Cws",20/08/2018 19:00,0.2,1,H
"Wellington, Greta Point Cws",20/08/2018 20:00,0.0,1,H
"Wellington, Greta Point Cws",20/08/2018 21:00,0.0,1,H
"Wellington, Greta Point Cws",20/08/2018 22:00,0.0,1,H
"Wellington, Greta Point Cws",20/08/2018 23:00,0.2,1,H
"Wellington, Greta Point Cws",21/08/2018 00:00,0.0,1,H
"Wellington, Greta Point Cws",21/08/2018 01:00,0.0,1,H
"Wellington, Greta Point Cws",21/08/2018 02:00,0.0,1,H
"Wellington, Greta Point Cws",21/08/2018 03:00,0.0,1,H
"Wellington, Greta Point Cws",21/08/2018 04:00,0.0,1,H
"Wellington, Greta Point Cws",21/08/2018 05:00,0.0,1,H
"Wellington, Greta Point Cws",21/08/2018 06:00,0.0,1,H
"Wellington, Greta Point Cws",21/08/2018 07:00,0.0,1,H
"Wellington, Greta Point Cws",21/08/2018 08:00,0.0,1,H
"Wellington, Greta Point Cws",21/08/2018 09:00,0.0,1,H
"Wellington, Greta Point Cws",21/08/2018 10:00,0.0,1,H
"Wellington, Greta Point Cws",21/08/2018 11:00,0.0,1,H
"Wellington, Greta Point Cws",21/08/2018 12:00,0.6,1,H
"Wellington, Greta Point Cws",21/08/2018 13:00,0.0,1,H
"Wellington, Greta Point Cws",21/08/2018 14:00,0.8,1,H
"Wellington, Greta Point Cws",21/08/2018 15:00,0.0,1,H
"Wellington, Greta Point Cws",21/08/2018 16:00,0.0,1,H
"Wellington, Greta Point Cws",21/08/2018 17:00,0.0,1,H
"Wellington, Greta Point Cws",21/08/2018 18:00,0.0,1,H
"Wellington, Greta Point Cws",21/08/2018 19:00,0.0,1,H
"Wellington, Greta Point Cws",21/08/2018 20:00,0.0,1,H
"Wellington, Greta Point Cws",21/08/2018 21:00,0.0,1,H
"Wellington, Greta Point Cws",21/08/2018 22:00,0.0,1,H
"Wellington, Greta Point Cws",21/08/2018 23:00,0.0,1,H
"Wellington, Greta Point Cws",22/08/2018 00:00,0.0,1,H
"Wellington, Greta Point Cws",22/08/2018 01:00,0.0,1,H
"Wellington, Greta Point Cws",22/08/2018 02:00,0.0,1,H
"Wellington, Greta Point Cws",22/08/2018 03:00,0.0,1,H
"Wellington, Greta Point Cws",22/08/2018 04:00,0.0,1,H
"Wellington, Greta Point Cws",22/08/2018 05:00,0.0,1,H
"Wellington, Greta Point Cws",22/08/2018 06:00,0.0,1,H
"Wellington, Greta Point Cws",22/08/2018 07:00,0.0,1,H
"Wellington, Greta Point Cws",22/08/2018 08:00,0.0,1,H
"Wellington, Greta Point Cws",22/08/2018 09:00,0.0,1,H
"Wellington, Greta Point Cws",22/08/2018 10:00,0.0,1,H
"Wellington, Greta Point Cws",22/08/2018 11:00,0.0,1,H
"Wellington, Greta Point Cws",22/08/2018 12:00,0.0,1,H
"Wellington, Greta Point Cws",22/08/2018 13:00,0.0,1,H
"Wellington, Greta Point Cws",22/08/2018 14:00,0.0,1,H
"Wellington, Greta Point Cws",22/08/2018 15:00,0.0,1,H
"Wellington, Greta Point Cws",22/08/2018 16:00,0.0,1,H
"Wellington, Greta Point Cws",22/08/2018 17:00,0.0,1,H
"Wellington, Greta Point Cws",22/08/2018 18:00,0.0,1,H
"Wellington, Greta Point Cws",22/08/2018 19:00,0.0,1,H
"Wellington, Greta Point Cws",22/08/2018 20:00,0.0,1,H
"Wellington, Greta Point Cws",22/08/2018 21:00,0.0,1,H
"Wellington, Greta Point Cws",22/08/2018 22:00,0.0,1,H
"Wellington, Greta Point Cws",22/08/2018 23:00,0.0,1,H
"Wellington, Greta Point Cws",23/08/2018 00:00,0.0,1,H
"Wellington, Greta Point Cws",23/08/2018 01:00,0.0,1,H
"Wellington, Greta Point Cws",23/08/2018 02:00,0.0,1,H
"Wellington, Greta Point Cws",23/08/2018 03:00,0.0,1,H
"Wellington, Greta Point Cws",23/08/2018 04:00,0.0,1,H
"Wellington, Greta Point Cws",23/08/2018 05:00,0.0,1,H
"Wellington, Greta Point Cws",23/08/2018 06:00,0.0,1,H
"Wellington, Greta Point Cws",23/08/2018 07:00,0.0,1,H
"Wellington, Greta Point Cws",23/08/2018 08:00,0.0,1,H
"Wellington, Greta Point Cws",23/08/2018 09:00,0.0,1,H
"Wellington, Greta Point Cws",23/08/2018 10:00,0.0,1,H
"Wellington, Greta Point Cws",23/08/2018 11:00,0.0,1,H
"Wellington, Greta Point Cws",23/08/2018 12:00,0.0,1,H
"Wellington, Greta Point Cws",23/08/2018 13:00,0.0,1,H
"Wellington, Greta Point Cws",23/08/2018 14:00,0.0,1,H
"Wellington, Greta Point Cws",23/08/2018 15:00,0.0,1,H
"Wellington, Greta Point Cws",23/08/2018 16:00,0.0,1,H
"Wellington, Greta Point Cws",23/08/2018 17:00,0.0,1,H
"Wellington, Greta Point Cws",23/08/2018 18:00,0.0,1,H
"Wellington, Greta Point Cws",23/08/2018 19:00,0.0,1,H
"Wellington, Greta Point Cws",23/08/2018 20:00,0.0,1,H
"Wellington, Greta Point Cws",23/08/2018 21:00,0.0,1,H
"Wellington, Greta Point Cws",23/08/2018 22:00,0.0,1,H
"Wellington, Greta Point Cws",23/08/2018 23:00,0.0,1,H
"Wellington, Greta Point Cws",24/08/2018 00:00,0.0,1,H
"Wellington, Greta Point Cws",24/08/2018 01:00,0.0,1,H
"Wellington, Greta Point Cws",24/08/2018 02:00,0.0,1,H
"Wellington, Greta Point Cws",24/08/2018 03:00,0.0,1,H
"Wellington, Greta Point Cws",24/08/2018 04:00,0.0,1,H
"Wellington, Greta Point Cws",24/08/2018 05:00,0.0,1,H
"Wellington, Greta Point Cws",24/08/2018 06:00,0.0,1,H
"Wellington, Greta Point Cws",24/08/2018 07:00,0.0,1,H
"Wellington, Greta Point Cws",24/08/2018 08:00,0.0,1,H
"Wellington, Greta Point Cws",24/08/2018 09:00,0.0,1,H
"Wellington, Greta Point Cws",24/08/2018 10:00,0.0,1,H
"Wellington, Greta Point Cws",24/08/2018 11:00,0.0,1,H
"Wellington, Greta Point Cws",24/08/2018 12:00,0.0,1,H
"Wellington, Greta Point Cws",24/08/2018 13:00,0.0,1,H
"Wellington, Greta Point Cws",24/08/2018 14:00,0.0,1,H
"Wellington, Greta Point Cws",24/08/2018 15:00,0.0,1,H
"Wellington, Greta Point Cws",24/08/2018 16:00,0.0,1,H
"Wellington, Greta Point Cws",24/08/2018 17:00,0.0,1,H
"Wellington, Greta Point Cws",24/08/2018 18:00,0.0,1,H
"Wellington, Greta Point Cws",24/08/2018 19:00,0.0,1,H
"Wellington, Greta Point Cws",24/08/2018 20:00,0.0,1,H
"Wellington, Greta Point Cws",24/08/2018 21:00,0.0,1,H
"Wellington, Greta Point Cws",24/08/2018 22:00,0.0,1,H
"Wellington, Greta Point Cws",24/08/2018 23:00,0.0,1,H
"Wellington, Greta Point Cws",25/08/2018 00:00,0.0,1,H
"Wellington, Greta Point Cws",25/08/2018 01:00,0.0,1,H
"Wellington, Greta Point Cws",25/08/2018 02:00,0.0,1,H
"Wellington, Greta Point Cws",25/08/2018 03:00,0.0,1,H
"Wellington, Greta Point Cws",25/08/2018 04:00,0.0,1,H
"Wellington, Greta Point Cws",25/08/2018 05:00,0.0,1,H
"Wellington, Greta Point Cws",25/08/2018 06:00,0.0,1,H
"Wellington, Greta Point Cws",25/08/2018 07:00,0.0,1,H
"Wellington, Greta Point Cws",25/08/2018 08:00,0.0,1,H
"Wellington, Greta Point Cws",25/08/2018 09:00,0.0,1,H
"Wellington, Greta Point Cws",25/08/2018 10:00,0.0,1,H
"Wellington, Greta Point Cws",25/08/2018 11:00,0.0,1,H
"Wellington, Greta Point Cws",25/08/2018 12:00,0.0,1,H
"Wellington, Greta Point Cws",25/08/2018 13:00,0.0,1,H
"Wellington, Greta Point Cws",25/08/2018 14:00,0.0,1,H
"Wellington, Greta Point Cws",25/08/2018 15:00,0.0,1,H
"Wellington, Greta Point Cws",25/08/2018 16:00,0.0,1,H
"Wellington, Greta Point Cws",25/08/2018 17:00,0.0,1,H
"Wellington, Greta Point Cws",25/08/2018 18:00,0.0,1,H
"Wellington, Greta Point Cws",25/08/2018 19:00,0.0,1,H
"Wellington, Greta Point Cws",25/08/2018 20:00,0.0,1,H
"Wellington, Greta Point Cws",25/08/2018 21:00,0.0,1,H
"Wellington, Greta Point Cws",25/08/2018 22:00,0.0,1,H
"Wellington, Greta Point Cws",25/08/2018 23:00,0.0,1,H
"Wellington, Greta Point Cws",26/08/2018 00:00,0.0,1,H
"Wellington, Greta Point Cws",26/08/2018 01:00,0.0,1,H
"Wellington, Greta Point Cws",26/08/2018 02:00,0.0,1,H
"Wellington, Greta Point Cws",26/08/2018 03:00,0.0,1,H
"Wellington, Greta Point Cws",26/08/2018 04:00,0.0,1,H
"Wellington, Greta Point Cws",26/08/2018 05:00,0.0,1,H
"Wellington, Greta Point Cws",26/08/2018 06:00,0.0,1,H
"Wellington, Greta Point Cws",26/08/2018 07:00,0.0,1,H
"Wellington, Greta Point Cws",26/08/2018 08:00,0.0,1,H
"Wellington, Greta Point Cws",26/08/2018 09:00,0.0,1,H
"Wellington, Greta Point Cws",26/08/2018 10:00,0.0,1,H
"Wellington, Greta Point Cws",26/08/2018 11:00,0.0,1,H
"Wellington, Greta Point Cws",26/08/2018 12:00,0.0,1,H
"Wellington, Greta Point Cws",26/08/2018 13:00,0.0,1,H
"Wellington, Greta Point Cws",26/08/2018 14:00,0.0,1,H
"Wellington, Greta Point Cws",26/08/2018 15:00,0.0,1,H
"Wellington, Greta Point Cws",26/08/2018 16:00,0.0,1,H
"Wellington, Greta Point Cws",26/08/2018 17:00,0.0,1,H
"Wellington, Greta Point Cws",26/08/2018 18:00,0.0,1,H
"Wellington, Greta Point Cws",26/08/2018 19:00,0.0,1,H
"Wellington, Greta Point Cws",26/08/2018 20:00,0.0,1,H
"Wellington, Greta Point Cws",26/08/2018 21:00,0.0,1,H
"Wellington, Greta Point Cws",26/08/2018 22:00,0.0,1,H
"Wellington, Greta Point Cws",26/08/2018 23:00,0.0,1,H
"Wellington, Greta Point Cws",27/08/2018 00:00,0.0,1,H
"Wellington, Greta Point Cws",27/08/2018 01:00,0.0,1,H
"Wellington, Greta Point Cws",27/08/2018 02:00,0.0,1,H
"Wellington, Greta Point Cws",27/08/2018 03:00,0.0,1,H
"Wellington, Greta Point Cws",27/08/2018 04:00,0.0,1,H
"Wellington, Greta Point Cws",27/08/2018 05:00,0.0,1,H
"Wellington, Greta Point Cws",27/08/2018 06:00,0.0,1,H
"Wellington, Greta Point Cws",27/08/2018 07:00,0.0,1,H
"Wellington, Greta Point Cws",27/08/2018 08:00,0.0,1,H
"Wellington, Greta Point Cws",27/08/2018 09:00,0.0,1,H
"Wellington, Greta Point Cws",27/08/2018 10:00,0.0,1,H
"Wellington, Greta Point Cws",27/08/2018 11:00,0.0,1,H
"Wellington, Greta Point Cws",27/08/2018 12:00,0.0,1,H
"Wellington, Greta Point Cws",27/08/2018 13:00,0.0,1,H
"Wellington, Greta Point Cws",27/08/2018 14:00,0.0,1,H
"Wellington, Greta Point Cws",27/08/2018 15:00,0.0,1,H
"Wellington, Greta Point Cws",27/08/2018 16:00,0.0,1,H
"Wellington, Greta Point Cws",27/08/2018 17:00,0.0,1,H
"Wellington, Greta Point Cws",27/08/2018 18:00,0.0,1,H
"Wellington, Greta Point Cws",27/08/2018 19:00,0.0,1,H
"Wellington, Greta Point Cws",27/08/2018 20:00,0.0,1,H
"Wellington, Greta Point Cws",27/08/2018 21:00,0.0,1,H
"Wellington, Greta Point Cws",27/08/2018 22:00,0.0,1,H
"Wellington, Greta Point Cws",27/08/2018 23:00,0.0,1,H
"Wellington, Greta Point Cws",28/08/2018 00:00,0.0,1,H
"Wellington, Greta Point Cws",28/08/2018 01:00,0.0,1,H
"Wellington, Greta Point Cws",28/08/2018 02:00,0.0,1,H
"Wellington, Greta Point Cws",28/08/2018 03:00,0.0,1,H
"Wellington, Greta Point Cws",28/08/2018 04:00,0.0,1,H
"Wellington, Greta Point Cws",28/08/2018 05:00,0.0,1,H
"Wellington, Greta Point Cws",28/08/2018 06:00,0.0,1,H
"Wellington, Greta Point Cws",28/08/2018 07:00,0.0,1,H
"Wellington, Greta Point Cws",28/08/2018 08:00,0.0,1,H
"Wellington, Greta Point Cws",28/08/2018 09:00,0.0,1,H
"Wellington, Greta Point Cws",28/08/2018 10:00,0.0,1,H
"Wellington, Greta Point Cws",28/08/2018 11:00,0.0,1,H
"Wellington, Greta Point Cws",28/08/2018 12:00,0.0,1,H
"Wellington, Greta Point Cws",28/08/2018 13:00,0.0,1,H
"Wellington, Greta Point Cws",28/08/2018 14:00,0.0,1,H
"Wellington, Greta Point Cws",28/08/2018 15:00,0.0,1,H
"Wellington, Greta Point Cws",28/08/2018 16:00,0.0,1,H
"Wellington, Greta Point Cws",28/08/2018 17:00,0.0,1,H
"Wellington, Greta Point Cws",28/08/2018 18:00,0.0,1,H
"Wellington, Greta Point Cws",28/08/2018 19:00,0.0,1,H
"Wellington, Greta Point Cws",28/08/2018 20:00,0.0,1,H
"Wellington, Greta Point Cws",28/08/2018 21:00,0.0,1,H
"Wellington, Greta Point Cws",28/08/2018 22:00,0.2,1,H
"Wellington, Greta Point Cws",28/08/2018 23:00,0.0,1,H
"Wellington, Greta Point Cws",29/08/2018 00:00,0.8,1,H
"Wellington, Greta Point Cws",29/08/2018 01:00,0.2,1,H
"Wellington, Greta Point Cws",29/08/2018 02:00,0.6,1,H
"Wellington, Greta Point Cws",29/08/2018 03:00,0.0,1,H
"Wellington, Greta Point Cws",29/08/2018 04:00,0.8,1,H
"Wellington, Greta Point Cws",29/08/2018 05:00,2.2,1,H
"Wellington, Greta Point Cws",29/08/2018 06:00,0.6,1,H
"Wellington, Greta Point Cws",29/08/2018 07:00,0.4,1,H
"Wellington, Greta Point Cws",29/08/2018 08:00,0.2,1,H
"Wellington, Greta Point Cws",29/08/2018 09:00,0.0,1,H
"Wellington, Greta Point Cws",29/08/2018 10:00,0.0,1,H
"Wellington, Greta Point Cws",29/08/2018 11:00,0.0,1,H
"Wellington, Greta Point Cws",29/08/2018 12:00,0.0,1,H
"Wellington, Greta Point Cws",29/08/2018 13:00,0.0,1,H
"Wellington, Greta Point Cws",29/08/2018 14:00,0.0,1,H
"Wellington, Greta Point Cws",29/08/2018 15:00,0.0,1,H
"Wellington, Greta Point Cws",29/08/2018 16:00,0.0,1,H
"Wellington, Greta Point Cws",29/08/2018 17:00,0.0,1,H
"Wellington, Greta Point Cws",29/08/2018 18:00,0.0,1,H
"Wellington, Greta Point Cws",29/08/2018 19:00,0.0,1,H
"Wellington, Greta Point Cws",29/08/2018 20:00,0.0,1,H
"Wellington, Greta Point Cws",29/08/2018 21:00,0.0,1,H
"Wellington, Greta Point Cws",29/08/2018 22:00,0.0,1,H
"Wellington, Greta Point Cws",29/08/2018 23:00,0.0,1,H
"Wellington, Greta Point Cws",30/08/2018 00:00,0.0,1,H
"Wellington, Greta Point Cws",30/08/2018 01:00,0.0,1,H
"Wellington, Greta Point Cws",30/08/2018 02:00,0.0,1,H
"Wellington, Greta Point Cws",30/08/2018 03:00,0.0,1,H
"Wellington, Greta Point Cws",30/08/2018 04:00,0.0,1,H
"Wellington, Greta Point Cws",30/08/2018 05:00,0.0,1,H
"Wellington, Greta Point Cws",30/08/2018 06:00,0.0,1,H
"Wellington, Greta Point Cws",30/08/2018 07:00,0.0,1,H
"Wellington, Greta Point Cws",30/08/2018 08:00,0.0,1,H
"Wellington, Greta Point Cws",30/08/2018 09:00,0.0,1,H
"Wellington, Greta Point Cws",30/08/2018 10:00,0.0,1,H
"Wellington, Greta Point Cws",30/08/2018 11:00,0.0,1,H
"Wellington, Greta Point Cws",30/08/2018 12:00,0.0,1,H
"Wellington, Greta Point Cws",30/08/2018 13:00,0.0,1,H
"Wellington, Greta Point Cws",30/08/2018 14:00,0.0,1,H
"Wellington, Greta Point Cws",30/08/2018 15:00,0.0,1,H
"Wellington, Greta Point Cws",30/08/2018 16:00,0.8,1,H
"Wellington, Greta Point Cws",30/08/2018 17:00,0.0,1,H
"Wellington, Greta Point Cws",30/08/2018 18:00,0.8,1,H
"Wellington, Greta Point Cws",30/08/2018 19:00,3.0,1,H
"Wellington, Greta Point Cws",30/08/2018 20:00,2.4,1,H
"Wellington, Greta Point Cws",30/08/2018 21:00,2.2,1,H
"Wellington, Greta Point Cws",30/08/2018 22:00,2.0,1,H
"Wellington, Greta Point Cws",30/08/2018 23:00,1.0,1,H
"Wellington, Greta Point Cws",31/08/2018 00:00,1.0,1,H
"Wellington, Greta Point Cws",31/08/2018 01:00,0.0,1,H
"Wellington, Greta Point Cws",31/08/2018 02:00,0.0,1,H
"Wellington, Greta Point Cws",31/08/2018 03:00,0.0,1,H
"Wellington, Greta Point Cws",31/08/2018 04:00,0.0,1,H
"Wellington, Greta Point Cws",31/08/2018 05:00,0.2,1,H
"Wellington, Greta Point Cws",31/08/2018 06:00,1.4,1,H
"Wellington, Greta Point Cws",31/08/2018 07:00,0.2,1,H
"Wellington, Greta Point Cws",31/08/2018 08:00,0.0,1,H
"Wellington, Greta Point Cws",31/08/2018 09:00,0.0,1,H
"Wellington, Greta Point Cws",31/08/2018 10:00,0.0,1,H
"Wellington, Greta Point Cws",31/08/2018 11:00,0.0,1,H
"Wellington, Greta Point Cws",31/08/2018 12:00,0.0,1,H
"Wellington, Greta Point Cws",31/08/2018 13:00,0.0,1,H
"Wellington, Greta Point Cws",31/08/2018 14:00,0.0,1,H
"Wellington, Greta Point Cws",31/08/2018 15:00,0.0,1,H
"Wellington, Greta Point Cws",31/08/2018 16:00,0.0,1,H
"Wellington, Greta Point Cws",31/08/2018 17:00,0.0,1,H
"Wellington, Greta Point Cws",31/08/2018 18:00,0.0,1,H
"Wellington, Greta Point Cws",31/08/2018 19:00,0.0,1,H
"Wellington, Greta Point Cws",31/08/2018 20:00,0.0,1,H
"Wellington, Greta Point Cws",31/08/2018 21:00,0.0,1,H
"Wellington, Greta Point Cws",31/08/2018 22:00,0.0,1,H
"Wellington, Greta Point Cws",31/08/2018 23:00,0.0,1,H
"Wellington, Greta Point Cws",01/09/2018 00:00,0.0,1,H
"Wellington, Greta Point Cws",01/09/2018 01:00,0.0,1,H
"Wellington, Greta Point Cws",01/09/2018 02:00,0.0,1,H
"Wellington, Greta Point Cws",01/09/2018 03:00,0.0,1,H
"Wellington, Greta Point Cws",01/09/2018 04:00,0.0,1,H
"Wellington, Greta Point Cws",01/09/2018 05:00,0.0,1,H
"Wellington, Greta Point Cws",01/09/2018 06:00,0.0,1,H
"Wellington, Greta Point Cws",01/09/2018 07:00,0.0,1,H
"Wellington, Greta Point Cws",01/09/2018 08:00,0.0,1,H
"Wellington, Greta Point Cws",01/09/2018 09:00,0.0,1,H
"Wellington, Greta Point Cws",01/09/2018 10:00,0.0,1,H
"Wellington, Greta Point Cws",01/09/2018 11:00,0.0,1,H
"Wellington, Greta Point Cws",01/09/2018 12:00,0.0,1,H
"Wellington, Greta Point Cws",01/09/2018 13:00,0.0,1,H
"Wellington, Greta Point Cws",01/09/2018 14:00,0.0,1,H
"Wellington, Greta Point Cws",01/09/2018 15:00,0.0,1,H
"Wellington, Greta Point Cws",01/09/2018 16:00,0.0,1,H
"Wellington, Greta Point Cws",01/09/2018 17:00,0.0,1,H
"Wellington, Greta Point Cws",01/09/2018 18:00,0.0,1,H
"Wellington, Greta Point Cws",01/09/2018 19:00,0.0,1,H
"Wellington, Greta Point Cws",01/09/2018 20:00,0.0,1,H
"Wellington, Greta Point Cws",01/09/2018 21:00,0.0,1,H
"Wellington, Greta Point Cws",01/09/2018 22:00,0.0,1,H
"Wellington, Greta Point Cws",01/09/2018 23:00,0.0,1,H
"Wellington, Greta Point Cws",02/09/2018 00:00,0.0,1,H
"Wellington, Greta Point Cws",02/09/2018 01:00,1.4,1,H
"Wellington, Greta Point Cws",02/09/2018 02:00,1.4,1,H
"Wellington, Greta Point Cws",02/09/2018 03:00,0.2,1,H
"Wellington, Greta Point Cws",02/09/2018 04:00,0.4,1,H
"Wellington, Greta Point Cws",02/09/2018 05:00,0.4,1,H
"Wellington, Greta Point Cws",02/09/2018 06:00,0.0,1,H
"Wellington, Greta Point Cws",02/09/2018 07:00,0.0,1,H
"Wellington, Greta Point Cws",02/09/2018 08:00,0.8,1,H
"Wellington, Greta Point Cws",02/09/2018 09:00,0.0,1,H
"Wellington, Greta Point Cws",02/09/2018 10:00,0.2,1,H
"Wellington, Greta Point Cws",02/09/2018 11:00,0.0,1,H
"Wellington, Greta Point Cws",02/09/2018 12:00,0.0,1,H
"Wellington, Greta Point Cws",02/09/2018 13:00,0.0,1,H
"Wellington, Greta Point Cws",02/09/2018 14:00,0.2,1,H
"Wellington, Greta Point Cws",02/09/2018 15:00,0.8,1,H
"Wellington, Greta Point Cws",02/09/2018 16:00,5.4,1,H
"Wellington, Greta Point Cws",02/09/2018 17:00,3.6,1,H
"Wellington, Greta Point Cws",02/09/2018 18:00,3.2,1,H
"Wellington, Greta Point Cws",02/09/2018 19:00,1.6,1,H
"Wellington, Greta Point Cws",02/09/2018 20:00,1.6,1,H
"Wellington, Greta Point Cws",02/09/2018 21:00,1.4,1,H
"Wellington, Greta Point Cws",02/09/2018 22:00,1.8,1,H
"Wellington, Greta Point Cws",02/09/2018 23:00,1.4,1,H
"Wellington, Greta Point Cws",03/09/2018 00:00,0.0,1,H
"Wellington, Greta Point Cws",03/09/2018 01:00,0.6,1,H
"Wellington, Greta Point Cws",03/09/2018 02:00,0.0,1,H
"Wellington, Greta Point Cws",03/09/2018 03:00,0.2,1,H
"Wellington, Greta Point Cws",03/09/2018 04:00,2.4,1,H
"Wellington, Greta Point Cws",03/09/2018 05:00,2.0,1,H
"Wellington, Greta Point Cws",03/09/2018 06:00,0.8,1,H
"Wellington, Greta Point Cws",03/09/2018 07:00,0.4,1,H
"Wellington, Greta Point Cws",03/09/2018 08:00,0.2,1,H
"Wellington, Greta Point Cws",03/09/2018 09:00,0.0,1,H
"Wellington, Greta Point Cws",03/09/2018 10:00,0.0,1,H
"Wellington, Greta Point Cws",03/09/2018 11:00,0.4,1,H
"Wellington, Greta Point Cws",03/09/2018 12:00,0.2,1,H
"Wellington, Greta Point Cws",03/09/2018 13:00,0.0,1,H
"Wellington, Greta Point Cws",03/09/2018 14:00,0.0,1,H
"Wellington, Greta Point Cws",03/09/2018 15:00,0.0,1,H
"Wellington, Greta Point Cws",03/09/2018 16:00,0.0,1,H
"Wellington, Greta Point Cws",03/09/2018 17:00,0.6,1,H
"Wellington, Greta Point Cws",03/09/2018 18:00,0.2,1,H
"Wellington, Greta Point Cws",03/09/2018 19:00,0.0,1,H
"Wellington, Greta Point Cws",03/09/2018 20:00,0.0,1,H
"Wellington, Greta Point Cws",03/09/2018 21:00,0.2,1,H
"Wellington, Greta Point Cws",03/09/2018 22:00,0.0,1,H
"Wellington, Greta Point Cws",03/09/2018 23:00,0.2,1,H
"Wellington, Greta Point Cws",04/09/2018 00:00,1.2,1,H
"Wellington, Greta Point Cws",04/09/2018 01:00,1.2,1,H
"Wellington, Greta Point Cws",04/09/2018 02:00,1.8,1,H
"Wellington, Greta Point Cws",04/09/2018 03:00,2.6,1,H
"Wellington, Greta Point Cws",04/09/2018 04:00,1.0,1,H
"Wellington, Greta Point Cws",04/09/2018 05:00,0.6,1,H
"Wellington, Greta Point Cws",04/09/2018 06:00,1.2,1,H
"Wellington, Greta Point Cws",04/09/2018 07:00,1.6,1,H
"Wellington, Greta Point Cws",04/09/2018 08:00,0.2,1,H
"Wellington, Greta Point Cws",04/09/2018 09:00,0.0,1,H
"Wellington, Greta Point Cws",04/09/2018 10:00,0.0,1,H
"Wellington, Greta Point Cws",04/09/2018 11:00,0.6,1,H
"Wellington, Greta Point Cws",04/09/2018 12:00,0.0,1,H
"Wellington, Greta Point Cws",04/09/2018 13:00,0.4,1,H
"Wellington, Greta Point Cws",04/09/2018 14:00,0.4,1,H
"Wellington, Greta Point Cws",04/09/2018 15:00,0.0,1,H
"Wellington, Greta Point Cws",04/09/2018 16:00,0.4,1,H
"Wellington, Greta Point Cws",04/09/2018 17:00,0.8,1,H
"Wellington, Greta Point Cws",04/09/2018 18:00,0.0,1,H
"Wellington, Greta Point Cws",04/09/2018 19:00,0.2,1,H
