Station,Date(UTC),Amount(mm),Period(Hrs),Freq
"Wellington, Greta Point Cws",23/06/2018 03:00,0.0,1,H
"Wellington, Greta Point Cws",23/06/2018 04:00,0.0,1,H
"Wellington, Greta Point Cws",23/06/2018 05:00,0.0,1,H
"Wellington, Greta Point Cws",23/06/2018 06:00,0.0,1,H
"Wellington, Greta Point Cws",23/06/2018 07:00,0.0,1,H
"Wellington, Greta Point Cws",23/06/2018 08:00,0.0,1,H
"Wellington, Greta Point Cws",23/06/2018 09:00,0.0,1,H
"Wellington, Greta Point Cws",23/06/2018 10:00,0.0,1,H
"Wellington, Greta Point Cws",23/06/2018 11:00,0.0,1,H
"Wellington, Greta Point Cws",23/06/2018 12:00,0.0,1,H
"Wellington, Greta Point Cws",23/06/2018 13:00,0.0,1,H
"Wellington, Greta Point Cws",23/06/2018 14:00,0.0,1,H
"Wellington, Greta Point Cws",23/06/2018 15:00,0.0,1,H
"Wellington, Greta Point Cws",23/06/2018 16:00,0.0,1,H
"Wellington, Greta Point Cws",23/06/2018 17:00,0.0,1,H
"Wellington, Greta Point Cws",23/06/2018 18:00,0.0,1,H
"Wellington, Greta Point Cws",23/06/2018 19:00,0.0,1,H
"Wellington, Greta Point Cws",23/06/2018 20:00,0.0,1,H
"Wellington, Greta Point Cws",23/06/2018 21:00,0.0,1,H
"Wellington, Greta Point Cws",23/06/2018 22:00,0.0,1,H
"Wellington, Greta Point Cws",23/06/2018 23:00,0.0,1,H
"Wellington, Greta Point Cws",24/06/2018 00:00,0.0,1,H
"Wellington, Greta Point Cws",24/06/2018 01:00,0.0,1,H
"Wellington, Greta Point Cws",24/06/2018 02:00,0.0,1,H
"Wellington, Greta Point Cws",24/06/2018 03:00,0.0,1,H
"Wellington, Greta Point Cws",24/06/2018 04:00,0.0,1,H
"Wellington, Greta Point Cws",24/06/2018 05:00,0.2,1,H
"Wellington, Greta Point Cws",24/06/2018 06:00,0.0,1,H
"Wellington, Greta Point Cws",24/06/2018 07:00,0.0,1,H
"Wellington, Greta Point Cws",24/06/2018 08:00,0.0,1,H
"Wellington, Greta Point Cws",24/06/2018 09:00,0.0,1,H
"Wellington, Greta Point Cws",24/06/2018 10:00,0.0,1,H
"Wellington, Greta Point Cws",24/06/2018 11:00,0.0,1,H
"Wellington, Greta Point Cws",24/06/2018 12:00,0.0,1,H
"Wellington, Greta Point Cws",24/06/2018 13:00,0.0,1,H
"Wellington, Greta Point Cws",24/06/2018 14:00,0.0,1,H
"Wellington, Greta Point Cws",24/06/2018 15:00,0.0,1,H
"Wellington, Greta Point Cws",24/06/2018 16:00,0.0,1,H
"Wellington, Greta Point Cws",24/06/2018 17:00,0.0,1,H
"Wellington, Greta Point Cws",24/06/2018 18:00,0.0,1,H
"Wellington, Greta Point Cws",24/06/2018 19:00,0.0,1,H
"Wellington, Greta Point Cws",24/06/2018 20:00,0.0,1,H
"Wellington, Greta Point Cws",24/06/2018 21:00,0.0,1,H
"Wellington, Greta Point Cws",24/06/2018 22:00,0.0,1,H
"Wellington, Greta Point Cws",24/06/2018 23:00,0.0,1,H
"Wellington, Greta Point Cws",25/06/2018 00:00,0.0,1,H
"Wellington, Greta Point Cws",25/06/2018 01:00,0.0,1,H
"Wellington, Greta Point Cws",25/06/2018 02:00,0.0,1,H
"Wellington, Greta Point Cws",25/06/2018 03:00,0.0,1,H
"Wellington, Greta Point Cws",25/06/2018 04:00,0.0,1,H
"Wellington, Greta Point Cws",25/06/2018 05:00,0.0,1,H
"Wellington, Greta Point Cws",25/06/2018 06:00,0.0,1,H
"Wellington, Greta Point Cws",25/06/2018 07:00,0.0,1,H
"Wellington, Greta Point Cws",25/06/2018 08:00,0.0,1,H
"Wellington, Greta Point Cws",25/06/2018 09:00,0.0,1,H
"Wellington, Greta Point Cws",25/06/2018 10:00,0.0,1,H
"Wellington, Greta Point Cws",25/06/2018 11:00,0.0,1,H
"Wellington, Greta Point Cws",25/06/2018 12:00,0.0,1,H
"Wellington, Greta Point Cws",25/06/2018 13:00,0.0,1,H
"Wellington, Greta Point Cws",25/06/2018 14:00,0.0,1,H
"Wellington, Greta Point Cws",25/06/2018 15:00,0.0,1,H
"Wellington, Greta Point Cws",25/06/2018 16:00,0.0,1,H
"Wellington, Greta Point Cws",25/06/2018 17:00,0.0,1,H
"Wellington, Greta Point Cws",25/06/2018 18:00,0.0,1,H
"Wellington, Greta Point Cws",25/06/2018 19:00,0.0,1,H
"Wellington, Greta Point Cws",25/06/2018 20:00,0.0,1,H
"Wellington, Greta Point Cws",25/06/2018 21:00,0.0,1,H
"Wellington, Greta Point Cws",25/06/2018 22:00,0.0,1,H
"Wellington, Greta Point Cws",25/06/2018 23:00,0.0,1,H
"Wellington, Greta Point Cws",26/06/2018 00:00,0.0,1,H
"Wellington, Greta Point Cws",26/06/2018 01:00,0.0,1,H
"Wellington, Greta Point Cws",26/06/2018 02:00,0.0,1,H
"Wellington, Greta Point Cws",26/06/2018 03:00,0.0,1,H
"Wellington, Greta Point Cws",26/06/2018 04:00,0.0,1,H
"Wellington, Greta Point Cws",26/06/2018 05:00,0.0,1,H
"Wellington, Greta Point Cws",26/06/2018 06:00,0.0,1,H
"Wellington, Greta Point Cws",26/06/2018 07:00,0.0,1,H
"Wellington, Greta Point Cws",26/06/2018 08:00,0.0,1,H
"Wellington, Greta Point Cws",26/06/2018 09:00,0.0,1,H
"Wellington, Greta Point Cws",26/06/2018 10:00,0.0,1,H
"Wellington, Greta Point Cws",26/06/2018 11:00,0.0,1,H
"Wellington, Greta Point Cws",26/06/2018 12:00,0.0,1,H
"Wellington, Greta Point Cws",26/06/2018 13:00,0.0,1,H
"Wellington, Greta Point Cws",26/06/2018 14:00,0.0,1,H
"Wellington, Greta Point Cws",26/06/2018 15:00,0.0,1,H
"Wellington, Greta Point Cws",26/06/2018 16:00,0.0,1,H
"Wellington, Greta Point Cws",26/06/2018 17:00,0.0,1,H
"Wellington, Greta Point Cws",26/06/2018 18:00,0.0,1,H
"Wellington, Greta Point Cws",26/06/2018 19:00,0.0,1,H
"Wellington, Greta Point Cws",26/06/2018 20:00,0.0,1,H
"Wellington, Greta Point Cws",26/06/2018 21:00,0.0,1,H
"Wellington, Greta Point Cws",26/06/2018 22:00,0.0,1,H
"Wellington, Greta Point Cws",26/06/2018 23:00,0.0,1,H
"Wellington, Greta Point Cws",27/06/2018 00:00,0.0,1,H
"Wellington, Greta Point Cws",27/06/2018 01:00,0.0,1,H
"Wellington, Greta Point Cws",27/06/2018 02:00,0.0,1,H
"Wellington, Greta Point Cws",27/06/2018 03:00,0.0,1,H
"Wellington, Greta Point Cws",27/06/2018 04:00,0.0,1,H
"Wellington, Greta Point Cws",27/06/2018 05:00,0.0,1,H
"Wellington, Greta Point Cws",27/06/2018 06:00,0.0,1,H
"Wellington, Greta Point Cws",27/06/2018 07:00,0.0,1,H
"Wellington, Greta Point Cws",27/06/2018 08:00,0.0,1,H
"Wellington, Greta Point Cws",27/06/2018 09:00,0.0,1,H
"Wellington, Greta Point Cws",27/06/2018 10:00,0.0,1,H
"Wellington, Greta Point Cws",27/06/2018 11:00,0.0,1,H
"Wellington, Greta Point Cws",27/06/2018 12:00,0.0,1,H
"Wellington, Greta Point Cws",27/06/2018 13:00,0.0,1,H
"Wellington, Greta Point Cws",27/06/2018 14:00,0.0,1,H
"Wellington, Greta Point Cws",27/06/2018 15:00,0.0,1,H
"Wellington, Greta Point Cws",27/06/2018 16:00,0.0,1,H
"Wellington, Greta Point Cws",27/06/2018 17:00,0.0,1,H
"Wellington, Greta Point Cws",27/06/2018 18:00,0.0,1,H
"Wellington, Greta Point Cws",27/06/2018 19:00,0.0,1,H
"Wellington, Greta Point Cws",27/06/2018 20:00,0.0,1,H
"Wellington, Greta Point Cws",27/06/2018 21:00,0.0,1,H
"Wellington, Greta Point Cws",27/06/2018 22:00,0.0,1,H
"Wellington, Greta Point Cws",27/06/2018 23:00,0.0,1,H
"Wellington, Greta Point Cws",28/06/2018 00:00,0.0,1,H
"Wellington, Greta Point Cws",28/06/2018 01:00,0.0,1,H
"Wellington, Greta Point Cws",28/06/2018 02:00,0.0,1,H
"Wellington, Greta Point Cws",28/06/2018 03:00,0.0,1,H
"Wellington, Greta Point Cws",28/06/2018 04:00,0.0,1,H
"Wellington, Greta Point Cws",28/06/2018 05:00,0.0,1,H
"Wellington, Greta Point Cws",28/06/2018 06:00,0.0,1,H
"Wellington, Greta Point Cws",28/06/2018 07:00,0.0,1,H
"Wellington, Greta Point Cws",28/06/2018 08:00,0.0,1,H
"Wellington, Greta Point Cws",28/06/2018 09:00,0.0,1,H
"Wellington, Greta Point Cws",28/06/2018 10:00,0.0,1,H
"Wellington, Greta Point Cws",28/06/2018 11:00,0.0,1,H
"Wellington, Greta Point Cws",28/06/2018 12:00,0.0,1,H
"Wellington, Greta Point Cws",28/06/2018 13:00,0.0,1,H
"Wellington, Greta Point Cws",28/06/2018 14:00,0.0,1,H
"Wellington, Greta Point Cws",28/06/2018 15:00,0.0,1,H
"Wellington, Greta Point Cws",28/06/2018 16:00,0.0,1,H
"Wellington, Greta Point Cws",28/06/2018 17:00,0.0,1,H
"Wellington, Greta Point Cws",28/06/2018 18:00,0.0,1,H
"Wellington, Greta Point Cws",28/06/2018 19:00,0.0,1,H
"Wellington, Greta Point Cws",28/06/2018 20:00,0.0,1,H
"Wellington, Greta Point Cws",28/06/2018 21:00,0.0,1,H
"Wellington, Greta Point Cws",28/06/2018 22:00,0.0,1,H
"Wellington, Greta Point Cws",28/06/2018 23:00,0.0,1,H
"Wellington, Greta Point Cws",29/06/2018 00:00,0.0,1,H
"Wellington, Greta Point Cws",29/06/2018 01:00,0.0,1,H
"Wellington, Greta Point Cws",29/06/2018 02:00,0.0,1,H
"Wellington, Greta Point Cws",29/06/2018 03:00,0.0,1,H
"Wellington, Greta Point Cws",29/06/2018 04:00,0.0,1,H
"Wellington, Greta Point Cws",29/06/2018 05:00,0.0,1,H
"Wellington, Greta Point Cws",29/06/2018 06:00,0.0,1,H
"Wellington, Greta Point Cws",29/06/2018 07:00,0.0,1,H
"Wellington, Greta Point Cws",29/06/2018 08:00,0.0,1,H
"Wellington, Greta Point Cws",29/06/2018 09:00,0.0,1,H
"Wellington, Greta Point Cws",29/06/2018 10:00,0.0,1,H
"Wellington, Greta Point Cws",29/06/2018 11:00,0.0,1,H
"Wellington, Greta Point Cws",29/06/2018 12:00,0.0,1,H
"Wellington, Greta Point Cws",29/06/2018 13:00,0.0,1,H
"Wellington, Greta Point Cws",29/06/2018 14:00,0.0,1,H
"Wellington, Greta Point Cws",29/06/2018 15:00,0.0,1,H
"Wellington, Greta Point Cws",29/06/2018 16:00,0.0,1,H
"Wellington, Greta Point Cws",29/06/2018 17:00,0.0,1,H
"Wellington, Greta Point Cws",29/06/2018 18:00,0.0,1,H
"Wellington, Greta Point Cws",29/06/2018 19:00,0.0,1,H
"Wellington, Greta Point Cws",29/06/2018 20:00,0.0,1,H
"Wellington, Greta Point Cws",29/06/2018 21:00,0.0,1,H
"Wellington, Greta Point Cws",29/06/2018 22:00,0.0,1,H
"Wellington, Greta Point Cws",29/06/2018 23:00,0.0,1,H
"Wellington, Greta Point Cws",30/06/2018 00:00,0.0,1,H
"Wellington, Greta Point Cws",30/06/2018 01:00,0.0,1,H
"Wellington, Greta Point Cws",30/06/2018 02:00,0.0,1,H
"Wellington, Greta Point Cws",30/06/2018 03:00,0.0,1,H
"Wellington, Greta Point Cws",30/06/2018 04:00,0.0,1,H
"Wellington, Greta Point Cws",30/06/2018 05:00,0.0,1,H
"Wellington, Greta Point Cws",30/06/2018 06:00,0.0,1,H
"Wellington, Greta Point Cws",30/06/2018 07:00,0.0,1,H
"Wellington, Greta Point Cws",30/06/2018 08:00,0.0,1,H
"Wellington, Greta Point Cws",30/06/2018 09:00,0.0,1,H
"Wellington, Greta Point Cws",30/06/2018 10:00,0.0,1,H
"Wellington, Greta Point Cws",30/06/2018 11:00,0.0,1,H
"Wellington, Greta Point Cws",30/06/2018 12:00,0.0,1,H
"Wellington, Greta Point Cws",30/06/2018 13:00,0.0,1,H
"Wellington, Greta Point Cws",30/06/2018 14:00,0.0,1,H
"Wellington, Greta Point Cws",30/06/2018 15:00,0.0,1,H
"Wellington, Greta Point Cws",30/06/2018 16:00,0.0,1,H
"Wellington, Greta Point Cws",30/06/2018 17:00,0.0,1,H
"Wellington, Greta Point Cws",30/06/2018 18:00,0.0,1,H
"Wellington, Greta Point Cws",30/06/2018 19:00,0.2,1,H
"Wellington, Greta Point Cws",30/06/2018 20:00,1.0,1,H
"Wellington, Greta Point Cws",30/06/2018 21:00,0.6,1,H
"Wellington, Greta Point Cws",30/06/2018 22:00,0.0,1,H
"Wellington, Greta Point Cws",30/06/2018 23:00,0.0,1,H
"Wellington, Greta Point Cws",01/07/2018 00:00,0.6,1,H
"Wellington, Greta Point Cws",01/07/2018 01:00,1.2,1,H
"Wellington, Greta Point Cws",01/07/2018 02:00,1.0,1,H
"Wellington, Greta Point Cws",01/07/2018 03:00,1.8,1,H
"Wellington, Greta Point Cws",01/07/2018 04:00,2.6,1,H
"Wellington, Greta Point Cws",01/07/2018 05:00,0.6,1,H
"Wellington, Greta Point Cws",01/07/2018 06:00,0.2,1,H
"Wellington, Greta Point Cws",01/07/2018 07:00,0.2,1,H
"Wellington, Greta Point Cws",01/07/2018 08:00,6.0,1,H
"Wellington, Greta Point Cws",01/07/2018 09:00,0.2,1,H
"Wellington, Greta Point Cws",01/07/2018 10:00,0.0,1,H
"Wellington, Greta Point Cws",01/07/2018 11:00,0.0,1,H
"Wellington, Greta Point Cws",01/07/2018 12:00,0.0,1,H
"Wellington, Greta Point Cws",01/07/2018 13:00,0.0,1,H
"Wellington, Greta Point Cws",01/07/2018 14:00,0.0,1,H
"Wellington, Greta Point Cws",01/07/2018 15:00,0.0,1,H
"Wellington, Greta Point Cws",01/07/2018 16:00,0.0,1,H
"Wellington, Greta Point Cws",01/07/2018 17:00,0.0,1,H
"Wellington, Greta Point Cws",01/07/2018 18:00,0.0,1,H
"Wellington, Greta Point Cws",01/07/2018 19:00,0.0,1,H
"Wellington, Greta Point Cws",01/07/2018 20:00,0.0,1,H
"Wellington, Greta Point Cws",01/07/2018 21:00,0.0,1,H
"Wellington, Greta Point Cws",01/07/2018 22:00,0.0,1,H
"Wellington, Greta Point Cws",01/07/2018 23:00,0.0,1,H
"Wellington, Greta Point Cws",02/07/2018 00:00,0.0,1,H
"Wellington, Greta Point Cws",02/07/2018 01:00,0.0,1,H
"Wellington, Greta Point Cws",02/07/2018 02:00,0.0,1,H
"Wellington, Greta Point Cws",02/07/2018 03:00,0.0,1,H
"Wellington, Greta Point Cws",02/07/2018 04:00,0.0,1,H
"Wellington, Greta Point Cws",02/07/2018 05:00,0.0,1,H
"Wellington, Greta Point Cws",02/07/2018 06:00,0.0,1,H
"Wellington, Greta Point Cws",02/07/2018 07:00,0.0,1,H
"Wellington, Greta Point Cws",02/07/2018 08:00,0.0,1,H
"Wellington, Greta Point Cws",02/07/2018 09:00,0.0,1,H
"Wellington, Greta Point Cws",02/07/2018 10:00,0.0,1,H
"Wellington, Greta Point Cws",02/07/2018 11:00,0.0,1,H
"Wellington, Greta Point Cws",02/07/2018 12:00,0.0,1,H
"Wellington, Greta Point Cws",02/07/2018 13:00,0.0,1,H
"Wellington, Greta Point Cws",02/07/2018 14:00,0.0,1,H
"Wellington, Greta Point Cws",02/07/2018 15:00,0.0,1,H
"Wellington, Greta Point Cws",02/07/2018 16:00,0.0,1,H
"Wellington, Greta Point Cws",02/07/2018 17:00,0.0,1,H
"Wellington, Greta Point Cws",02/07/2018 18:00,0.0,1,H
"Wellington, Greta Point Cws",02/07/2018 19:00,0.0,1,H
"Wellington, Greta Point Cws",02/07/2018 20:00,0.0,1,H
"Wellington, Greta Point Cws",02/07/2018 21:00,0.0,1,H
"Wellington, Greta Point Cws",02/07/2018 22:00,0.0,1,H
"Wellington, Greta Point Cws",02/07/2018 23:00,0.0,1,H
"Wellington, Greta Point Cws",03/07/2018 00:00,0.0,1,H
"Wellington, Greta Point Cws",03/07/2018 01:00,0.0,1,H
"Wellington, Greta Point Cws",03/07/2018 02:00,0.0,1,H
"Wellington, Greta Point Cws",03/07/2018 03:00,0.0,1,H
"Wellington, Greta Point Cws",03/07/2018 04:00,0.0,1,H
"Wellington, Greta Point Cws",03/07/2018 05:00,0.0,1,H
"Wellington, Greta Point Cws",03/07/2018 06:00,0.0,1,H
"Wellington, Greta Point Cws",03/07/2018 07:00,0.0,1,H
"Wellington, Greta Point Cws",03/07/2018 08:00,0.0,1,H
"Wellington, Greta Point Cws",03/07/2018 09:00,0.0,1,H
"Wellington, Greta Point Cws",03/07/2018 10:00,0.0,1,H
"Wellington, Greta Point Cws",03/07/2018 11:00,0.0,1,H
"Wellington, Greta Point Cws",03/07/2018 12:00,0.0,1,H
"Wellington, Greta Point Cws",03/07/2018 13:00,0.0,1,H
"Wellington, Greta Point Cws",03/07/2018 14:00,0.0,1,H
"Wellington, Greta Point Cws",03/07/2018 15:00,0.0,1,H
"Wellington, Greta Point Cws",03/07/2018 16:00,0.0,1,H
"Wellington, Greta Point Cws",03/07/2018 17:00,0.0,1,H
"Wellington, Greta Point Cws",03/07/2018 18:00,0.0,1,H
"Wellington, Greta Point Cws",03/07/2018 19:00,0.0,1,H
"Wellington, Greta Point Cws",03/07/2018 20:00,0.0,1,H
"Wellington, Greta Point Cws",03/07/2018 21:00,0.0,1,H
"Wellington, Greta Point Cws",03/07/2018 22:00,0.0,1,H
"Wellington, Greta Point Cws",03/07/2018 23:00,0.0,1,H
"Wellington, Greta Point Cws",04/07/2018 00:00,0.0,1,H
"Wellington, Greta Point Cws",04/07/2018 01:00,0.0,1,H
"Wellington, Greta Point Cws",04/07/2018 02:00,0.0,1,H
"Wellington, Greta Point Cws",04/07/2018 03:00,0.0,1,H
"Wellington, Greta Point Cws",04/07/2018 04:00,0.0,1,H
"Wellington, Greta Point Cws",04/07/2018 05:00,0.0,1,H
"Wellington, Greta Point Cws",04/07/2018 06:00,0.0,1,H
"Wellington, Greta Point Cws",04/07/2018 07:00,0.0,1,H
"Wellington, Greta Point Cws",04/07/2018 08:00,0.0,1,H
"Wellington, Greta Point Cws",04/07/2018 09:00,0.0,1,H
"Wellington, Greta Point Cws",04/07/2018 10:00,0.0,1,H
"Wellington, Greta Point Cws",04/07/2018 11:00,0.0,1,H
"Wellington, Greta Point Cws",04/07/2018 12:00,0.0,1,H
"Wellington, Greta Point Cws",04/07/2018 13:00,0.0,1,H
"Wellington, Greta Point Cws",04/07/2018 14:00,0.0,1,H
"Wellington, Greta Point Cws",04/07/2018 15:00,0.0,1,H
"Wellington, Greta Point Cws",04/07/2018 16:00,0.0,1,H
"Wellington, Greta Point Cws",04/07/2018 17:00,0.0,1,H
"Wellington, Greta Point Cws",04/07/2018 18:00,0.0,1,H
"Wellington, Greta Point Cws",04/07/2018 19:00,0.0,1,H
"Wellington, Greta Point Cws",04/07/2018 20:00,0.0,1,H
"Wellington, Greta Point Cws",04/07/2018 21:00,0.0,1,H
"Wellington, Greta Point Cws",04/07/2018 22:00,0.0,1,H
"Wellington, Greta Point Cws",04/07/2018 23:00,0.0,1,H
"Wellington, Greta Point Cws",05/07/2018 00:00,0.0,1,H
"Wellington, Greta Point Cws",05/07/2018 01:00,0.0,1,H
"Wellington, Greta Point Cws",05/07/2018 02:00,0.0,1,H
"Wellington, Greta Point Cws",05/07/2018 03:00,0.0,1,H
"Wellington, Greta Point Cws",05/07/2018 04:00,0.0,1,H
"Wellington, Greta Point Cws",05/07/2018 05:00,0.0,1,H
"Wellington, Greta Point Cws",05/07/2018 06:00,0.0,1,H
"Wellington, Greta Point Cws",05/07/2018 07:00,0.0,1,H
"Wellington, Greta Point Cws",05/07/2018 08:00,0.0,1,H
"Wellington, Greta Point Cws",05/07/2018 09:00,0.0,1,H
"Wellington, Greta Point Cws",05/07/2018 10:00,0.0,1,H
"Wellington, Greta Point Cws",05/07/2018 11:00,0.0,1,H
"Wellington, Greta Point Cws",05/07/2018 12:00,0.0,1,H
"Wellington, Greta Point Cws",05/07/2018 13:00,0.0,1,H
"Wellington, Greta Point Cws",05/07/2018 14:00,0.0,1,H
"Wellington, Greta Point Cws",05/07/2018 15:00,0.0,1,H
"Wellington, Greta Point Cws",05/07/2018 16:00,0.0,1,H
"Wellington, Greta Point Cws",05/07/2018 17:00,0.0,1,H
"Wellington, Greta Point Cws",05/07/2018 18:00,0.0,1,H
"Wellington, Greta Point Cws",05/07/2018 19:00,0.0,1,H
"Wellington, Greta Point Cws",05/07/2018 20:00,0.0,1,H
"Wellington, Greta Point Cws",05/07/2018 21:00,0.0,1,H
"Wellington, Greta Point Cws",05/07/2018 22:00,0.0,1,H
"Wellington, Greta Point Cws",05/07/2018 23:00,0.0,1,H
"Wellington, Greta Point Cws",06/07/2018 00:00,0.0,1,H
"Wellington, Greta Point Cws",06/07/2018 01:00,0.0,1,H
"Wellington, Greta Point Cws",06/07/2018 02:00,0.0,1,H
"Wellington, Greta Point Cws",06/07/2018 03:00,0.0,1,H
"Wellington, Greta Point Cws",06/07/2018 04:00,0.0,1,H
"Wellington, Greta Point Cws",06/07/2018 05:00,0.0,1,H
"Wellington, Greta Point Cws",06/07/2018 06:00,0.0,1,H
"Wellington, Greta Point Cws",06/07/2018 07:00,0.0,1,H
"Wellington, Greta Point Cws",06/07/2018 08:00,0.0,1,H
"Wellington, Greta Point Cws",06/07/2018 09:00,0.0,1,H
"Wellington, Greta Point Cws",06/07/2018 10:00,0.0,1,H
"Wellington, Greta Point Cws",06/07/2018 11:00,0.0,1,H
"Wellington, Greta Point Cws",06/07/2018 12:00,0.0,1,H
"Wellington, Greta Point Cws",06/07/2018 13:00,0.0,1,H
"Wellington, Greta Point Cws",06/07/2018 14:00,0.0,1,H
"Wellington, Greta Point Cws",06/07/2018 15:00,0.0,1,H
"Wellington, Greta Point Cws",06/07/2018 16:00,0.0,1,H
"Wellington, Greta Point Cws",06/07/2018 17:00,0.0,1,H
"Wellington, Greta Point Cws",06/07/2018 18:00,0.0,1,H
"Wellington, Greta Point Cws",06/07/2018 19:00,0.0,1,H
"Wellington, Greta Point Cws",06/07/2018 20:00,0.0,1,H
"Wellington, Greta Point Cws",06/07/2018 21:00,0.0,1,H
"Wellington, Greta Point Cws",06/07/2018 22:00,0.0,1,H
"Wellington, Greta Point Cws",06/07/2018 23:00,0.0,1,H
"Wellington, Greta Point Cws",07/07/2018 00:00,0.0,1,H
"Wellington, Greta Point Cws",07/07/2018 01:00,0.0,1,H
"Wellington, Greta Point Cws",07/07/2018 02:00,0.0,1,H
"Wellington, Greta Point Cws",07/07/2018 03:00,0.6,1,H
"Wellington, Greta Point Cws",07/07/2018 04:00,0.8,1,H
"Wellington, Greta Point Cws",07/07/2018 05:00,0.6,1,H
"Wellington, Greta Point Cws",07/07/2018 06:00,0.4,1,H
"Wellington, Greta Point Cws",07/07/2018 07:00,0.0,1,H
"Wellington, Greta Point Cws",07/07/2018 08:00,0.0,1,H
"Wellington, Greta Point Cws",07/07/2018 09:00,0.0,1,H
"Wellington, Greta Point Cws",07/07/2018 10:00,0.0,1,H
"Wellington, Greta Point Cws",07/07/2018 11:00,0.0,1,H
"Wellington, Greta Point Cws",07/07/2018 12:00,0.0,1,H
"Wellington, Greta Point Cws",07/07/2018 13:00,0.0,1,H
"Wellington, Greta Point Cws",07/07/2018 14:00,0.0,1,H
"Wellington, Greta Point Cws",07/07/2018 15:00,0.0,1,H
"Wellington, Greta Point Cws",07/07/2018 16:00,0.4,1,H
"Wellington, Greta Point Cws",07/07/2018 17:00,0.8,1,H
"Wellington, Greta Point Cws",07/07/2018 18:00,2.2,1,H
"Wellington, Greta Point Cws",07/07/2018 19:00,3.4,1,H
"Wellington, Greta Point Cws",07/07/2018 20:00,2.8,1,H
"Wellington, Greta Point Cws",07/07/2018 21:00,1.0,1,H
"Wellington, Greta Point Cws",07/07/2018 22:00,0.4,1,H
"Wellington, Greta Point Cws",07/07/2018 23:00,0.2,1,H
"Wellington, Greta Point Cws",08/07/2018 00:00,0.2,1,H
"Wellington, Greta Point Cws",08/07/2018 01:00,0.8,1,H
"Wellington, Greta Point Cws",08/07/2018 02:00,0.6,1,H
"Wellington, Greta Point Cws",08/07/2018 03:00,0.0,1,H
"Wellington, Greta Point Cws",08/07/2018 04:00,1.0,1,H
"Wellington, Greta Point Cws",08/07/2018 05:00,3.8,1,H
"Wellington, Greta Point Cws",08/07/2018 06:00,3.6,1,H
"Wellington, Greta Point Cws",08/07/2018 07:00,2.6,1,H
"Wellington, Greta Point Cws",08/07/2018 08:00,1.0,1,H
"Wellington, Greta Point Cws",08/07/2018 09:00,1.8,1,H
"Wellington, Greta Point Cws",08/07/2018 10:00,2.8,1,H
"Wellington, Greta Point Cws",08/07/2018 11:00,1.4,1,H
"Wellington, Greta Point Cws",08/07/2018 12:00,10.6,1,H
"Wellington, Greta Point Cws",08/07/2018 13:00,0.0,1,H
"Wellington, Greta Point Cws",08/07/2018 14:00,0.0,1,H
"Wellington, Greta Point Cws",08/07/2018 15:00,0.0,1,H
"Wellington, Greta Point Cws",08/07/2018 16:00,0.0,1,H
"Wellington, Greta Point Cws",08/07/2018 17:00,0.0,1,H
"Wellington, Greta Point Cws",08/07/2018 18:00,0.6,1,H
"Wellington, Greta Point Cws",08/07/2018 19:00,0.0,1,H
"Wellington, Greta Point Cws",08/07/2018 20:00,3.8,1,H
"Wellington, Greta Point Cws",08/07/2018 21:00,0.0,1,H
"Wellington, Greta Point Cws",08/07/2018 22:00,0.0,1,H
"Wellington, Greta Point Cws",08/07/2018 23:00,0.0,1,H
"Wellington, Greta Point Cws",09/07/2018 00:00,0.0,1,H
"Wellington, Greta Point Cws",09/07/2018 01:00,0.0,1,H
"Wellington, Greta Point Cws",09/07/2018 02:00,1.8,1,H
"Wellington, Greta Point Cws",09/07/2018 03:00,1.0,1,H
"Wellington, Greta Point Cws",09/07/2018 04:00,1.8,1,H
"Wellington, Greta Point Cws",09/07/2018 05:00,0.2,1,H
"Wellington, Greta Point Cws",09/07/2018 06:00,0.0,1,H
"Wellington, Greta Point Cws",09/07/2018 07:00,0.0,1,H
"Wellington, Greta Point Cws",09/07/2018 08:00,0.0,1,H
"Wellington, Greta Point Cws",09/07/2018 09:00,0.0,1,H
"Wellington, Greta Point Cws",09/07/2018 10:00,0.0,1,H
"Wellington, Greta Point Cws",09/07/2018 11:00,0.0,1,H
"Wellington, Greta Point Cws",09/07/2018 12:00,0.0,1,H
"Wellington, Greta Point Cws",09/07/2018 13:00,0.0,1,H
"Wellington, Greta Point Cws",09/07/2018 14:00,0.0,1,H
"Wellington, Greta Point Cws",09/07/2018 15:00,0.0,1,H
"Wellington, Greta Point Cws",09/07/2018 16:00,0.0,1,H
"Wellington, Greta Point Cws",09/07/2018 17:00,0.0,1,H
"Wellington, Greta Point Cws",09/07/2018 18:00,0.0,1,H
"Wellington, Greta Point Cws",09/07/2018 19:00,1.2,1,H
"Wellington, Greta Point Cws",09/07/2018 20:00,0.0,1,H
"Wellington, Greta Point Cws",09/07/2018 21:00,0.0,1,H
"Wellington, Greta Point Cws",09/07/2018 22:00,0.0,1,H
"Wellington, Greta Point Cws",09/07/2018 23:00,0.0,1,H
"Wellington, Greta Point Cws",10/07/2018 00:00,0.0,1,H
"Wellington, Greta Point Cws",10/07/2018 01:00,0.0,1,H
"Wellington, Greta Point Cws",10/07/2018 02:00,0.0,1,H
"Wellington, Greta Point Cws",10/07/2018 03:00,0.0,1,H
"Wellington, Greta Point Cws",10/07/2018 04:00,0.0,1,H
